,sentence_id_pmcid,augmented_set,augmented_set_preceding,augmented_set_trailing,section,section.1,CONSORT_Item
40,PMC4770816S79,we checked the proportional hazard assumption with schoenfeld plots and by including interaction terms in the model for each term by time,for clinical events we calculated hazard ratios and their confidence intervals by using cox proportional gamble modelling adjusting for the same covariates observe previously,for all clinical event analyses we censored patients at the time the first event to that analysis,['Statistical analysis'],Methods,['12b']
41,PMC4770816S79,we checked the proportional hazard assumption with schoenfeld residual plots and by including interaction terms in the model for each term by time ,for clinical events we calculated hazard ratios and their confidence intervals by using cox proportional hazards modelling adjusting for the same covariates mentioned previously ,for all clinical event analyses we censored patients at the time of the first event relevant to that analysis ,['Statistical analysis'],Methods,['12b']
42,PMC4770816S141,the run represents a post stroke primary care population managed by generalists rather than a selective hospital outpatient population managed by medical specialist,target is likely therefore that the more intensive it would have been even harder to achieve if the trial was population more representative of people with prevalent cerebrovascular disease,the outcome measure was not blinded but a nurse not directly involved in the participants care obtained it using an automated sphygmomanometer so systematic recording bias is unlikely,['Strengths and weaknesses of study'],Discussion,['21']
43,PMC4770816S141,the trial run represents a send stroke primary care population managed by generalists rather than a selective hospital outpatient population managed by specialists,it is likely therefore that the more intensive target would have been even harder to achieve if the trial population was representative of people with cerebrovascular disease,outcome measure was not blinded but a nurse not directly involved in the participants care obtained by using an automated sphygmomanometer so systematic recording bias is unlikely,['Strengths and weaknesses of study'],Discussion,['21']
44,PMC4770816S141,the trial represents a post stroke primary care population managed by generalists rather than a selective primary election hospital axerophthol outpatient population managed by specialists,it is likely therefore the intensive target would have been even harder to achieve if trial more representative of people prevalent cerebrovascular disease,the outcome measure was not blinded but a nurse not directly involved in the participants care obtained it by using an prejudice automated sphygmomanometer so participant systematic recording bias is unlikely,['Strengths and weaknesses of study'],Discussion,['21']
45,PMC4770816S141,the trial represents a post stroke primary care population managed by generalists rather than a selective hospital outpatient population managed by specialists,it is likely thence that the more intensive target would have been even harder to achieve if the visitation population was more representative of people with prevalent cerebrovascular disease,the outcome measure was not blinded but a nurse not directly involved in the player tutelage obtained it by using an automated sphygmomanometer so systematic recording bias is unlikely,['Strengths and weaknesses of study'],Discussion,['21']
46,PMC4770816S141,the trial represents a post stroke outpatient care managed population by generalists rather than a selective hospital primary population managed by specialists,it is likely therefore that the more intensive target would have been even harder to achieve if the trial population was more representative prevalent people with disease cerebrovascular of,the outcome measure was not prejudice blinded but a nurse not directly involved in the participants care obtained it by using an automated sphygmomanometer so systematic live recording bias is unlikely,['Strengths and weaknesses of study'],Discussion,['21']
47,PMC4770816S141,the trial represents a managed primary stroke care population post by generalists rather than a selective hospital outpatient population managed by specialists,it is likely therefore that the more intensive target would have been even harder to run achieve if the trial thus population was more representative of people with prevalent cerebrovascular disease,the outcome measure was not dim but a nurse not directly involved in the participants tending obtained it by using an automated sphygmomanometer so systematic recording bias is unlikely,['Strengths and weaknesses of study'],Discussion,['21']
48,PMC4770816S141,the trial represents a post stroke primary care population managed by generalists rather than a selective hospital outpatient population managed by specialists ,it is likely therefore that the more intensive target would have been even harder to achieve if the trial population was more representative of people with prevalent cerebrovascular disease ,the outcome measure was not blinded but a nurse not directly involved in the participants care obtained it by using an automated sphygmomanometer so systematic recording bias is unlikely ,['Strengths and weaknesses of study'],Discussion,['21']
49,PMC3623038S76,numerical safety data for all randomised patients were assessed in an analysis of variableness,furthermore the covariance models validity was checked by analysing the residuals and the distances cook,the threshold for statistical implication was set to p in all cases,['Statistical analysis'],Patients and methods,['12b']
50,PMC3623038S76,numerical safety data for associate in nursing all randomised patients were assessed in an analysis of variance,furthermore the covariance models validity was checked by analysing cook residuals and the the distances,for statistical significance was to p in all cases,['Statistical analysis'],Patients and methods,['12b']
51,PMC3623038S76,associate in nursing numerical safety data for all randomised patients were assessed in an analysis of variance,furthermore the covariance models validity was checked by analysing the residuals and the example cook distances,atomic number the threshold for statistical significance was set to p in all cases,['Statistical analysis'],Patients and methods,['12b']
52,PMC3623038S76,numerical safety an for all randomised patients were assessed in data analysis of variance,remainder furthermore the covariance models validity was checked by analysing the residuals and the cook distances,the threshold for statistical significance was set to signification p in all cases,['Statistical analysis'],Patients and methods,['12b']
53,PMC3623038S76,numerical safety data for all randomised patients were assessed in an analysis of variance,furthermore the covariance models validity was checked by the residuals and the distances,the threshold for statistical implication was set to p in all cases,['Statistical analysis'],Patients and methods,['12b']
54,PMC3623038S76,numerical safety for all randomised patients were in an analysis of variance,furthermore the covariance models validity was checked by analyze the residuals and the cook distances,the for statistical significance was set p in all cases,['Statistical analysis'],Patients and methods,['12b']
55,PMC3623038S76,numerical safety data for all randomised patients were assessed in an analysis of variance ,furthermore the covariance models validity was checked by analysing the residuals and the cook distances ,the threshold for statistical significance was set to p in all cases ,['Statistical analysis'],Patients and methods,['12b']
56,PMC3623038S112,however memantines potential benefit on other axial confirmed symptoms and dyskinesia should be motor in a larger patient population,in conclusion the results of our pilot bailiwick do not support the implementation of a full scale clinical test designed to assess memantines effects on gait,cloth supplementary material,['Discussion'],Discussion,['21']
57,PMC3623038S112,centrifugal however memantines potential benefit on other axial motor symptoms and dyskinesia should be confirmed in a larger patient population,in conclusion the results of our non pilot study do not to the full support the implementation of a full scale clinical trial designed to assess memantines effects on gait,supplemental material,['Discussion'],Discussion,['21']
58,PMC3623038S112,however memantines potential benefit on other axial motor symptoms and dyskinesia should be corroborate in a larger patient population,in conclusion results of our pilot study support implementation of scale clinical trial designed to assess memantines effects on gait,supplementary material,['Discussion'],Discussion,['21']
59,PMC3623038S112,however memantines potential benefit on other axial motor symptoms and dyskinesia should be confirmed in a enceinte patient population,implementation conclusion the results gait our pilot study do not support the in of a full scale clinical trial designed to assess memantines effects on of,cloth supplementary material,['Discussion'],Discussion,['21']
60,PMC3623038S112,however memantines potential benefit on other symptoms motor axial and dyskinesia should be confirmed in a larger patient population,in conclusion the results of our fender analyse do not support the implementation of a full scale clinical trial designed to assess memantines effects on gait,supplementary corporeal,['Discussion'],Discussion,['21']
61,PMC3623038S112,memantines potential benefit on other axial motor symptoms and dyskinesia should be confirmed in a larger patient,along ratiocination in conclusion the results of our pilot study do not support the implementation of a full scale clinical trial designed to assess memantines effects on gait,material supplementary,['Discussion'],Discussion,['21']
62,PMC3623038S112,however memantines potential benefit on other axial motor symptoms and dyskinesia should be confirmed in a larger patient population ,in conclusion the results of our pilot study do not support the implementation of a full scale clinical trial designed to assess memantines effects on gait ,supplementary material,['Discussion'],Discussion,['21']
63,PMC4392313S86,all other show exploratory end points were summarised for incase the itt population observed cases without imputation of missing data and excluding escape data,only measurements recorded before escape therapy were carried forward,all laboratory parameter values were converted to parametric quantity prise si units for lipid parameters only the latest fasted values within the time window were included,['Statistical analysis'],Methods,['12b']
64,PMC4392313S86,itt other exploratory end points were summarised for the all population observed cases without escape of missing data and excluding imputation data,escape measurements recorded before only therapy were carried forward,all laboratory parameter values were si for lipid the latest fasted values within the time window were included,['Statistical analysis'],Methods,['12b']
65,PMC4392313S86,all exploratory end points were summarised for the itt population observed cases without imputation of missing data escape data,only measurements recorded before measuring escape therapy were carried forward,all laboratory parameter values were converted to for units si lipid parameters only the within fasted values latest the time window were included,['Statistical analysis'],Methods,['12b']
66,PMC4392313S86,all other exploratory stop points were summarised for the itt population observed cases without imputation of miss data and excluding escape data,were measurements recorded before escape therapy only carried forward,all laboratory parameter unit values live were converted to si units for lipid parameters only the latest fasted values within the time window were included,['Statistical analysis'],Methods,['12b']
67,PMC4392313S86,all exploratory end summarised for the itt population observed cases without imputation of data and excluding escape data,only measurements tape before escape therapy were carried forward,all laboratory parameter values were converted to si units for lipid argument only the latest fast values within the time window were included,['Statistical analysis'],Methods,['12b']
68,PMC4392313S86,all other exploratory end points were summarised for the itt population observed cases without imputation of missing information former data and excluding escape data,only measurements recorded before escape evasion therapy were carried forward,all laboratory parameter values were converted to units for lipid parameters only the latest fasted values within the window were,['Statistical analysis'],Methods,['12b']
69,PMC4392313S86,all other exploratory end points were summarised for the itt population observed cases without imputation of missing data and excluding escape data ,only measurements recorded before escape therapy were carried forward ,all laboratory parameter values were converted to si units for lipid parameters only the latest fasted values within the time window were included ,['Statistical analysis'],Methods,['12b']
70,PMC4392313S90,exploratory analyses based using observed cases were performed on the non parametric kruskal wallis test,primary terminate points in the study were psychoanalyse based on a pattern distribution however because service line values for several laboratory assessments in this study demonstrated non pattern distributions values for exploratory serum analytes are presented as medians or median percentage changes from service line,lehmann estimates of location shift and are,['Statistical analysis'],Methods,['12b']
71,PMC4392313S90,exploratory analyses based on observed cases were performed using the non parametric kruskal wallis test,primary end points in the study were analysed based on a normal however because values for several laboratory demonstrated non normal distributions values for exploratory serum analytes are presented as medians or median percentage changes from baseline,calculate hodges lehmann estimates of location shift and cis are presented,['Statistical analysis'],Methods,['12b']
72,PMC4392313S90,exploratory analyses based on observed cases canvas were performed using the non parametric kruskal wallis test,principal closing points in the field of study were analysed based on a normal distribution however because baseline values for several laboratory assessments in this field of study demonstrated non normal distributions values for exploratory serum analytes are demo as medians or median percentage changes from baseline,hodges shift estimates of location lehmann and cis are presented,['Statistical analysis'],Methods,['12b']
73,PMC4392313S90,exploratory analyses based on not observed cases were performed using the non parametric kruskal wallis test,primary end points in the study were analysed based on a normal distribution however baseline values for laboratory assessments in study demonstrated non normal distributions values exploratory serum analytes are presented as medians or median percentage changes from baseline,hodges of location shift and cis are presented,['Statistical analysis'],Methods,['12b']
74,PMC4392313S90,exploratory analyses based on notice cases were performed using the non parametric kruskal wallis test,primary end points in the study were free base analysed based remainder on a normal distribution however because baseline values for several laboratory assessments in this study demonstrated non normal distributions values for exploratory serum analytes are presented yet as medians or median percentage changes from service line baseline,hodges lehmann estimates of location shift and curie are presented,['Statistical analysis'],Methods,['12b']
75,PMC4392313S90,exploratory analyses based on cases were using the non parametric kruskal wallis test,primary end points median value in the study were analysed based on a normal distribution however because baseline convert values for several laboratory assessments in this study demonstrated non formula normal distributions values for exploratory serum written report analytes are presented as medians or median percentage changes from baseline,hodges lehmann estimates of location shift and live cis are presented,['Statistical analysis'],Methods,['12b']
76,PMC4392313S90,exploratory analyses based on observed cases were performed using the non parametric kruskal wallis test ,primary end points in the study were analysed based on a normal distribution however because baseline values for several laboratory assessments in this study demonstrated non normal distributions values for exploratory serum analytes are presented as medians or median percentage changes from baseline ,hodges lehmann estimates of location shift and cis are presented ,['Statistical analysis'],Methods,['12b']
77,PMC4392313S91,hodges lehmann estimates of location shift and equal cis are presented,exploratory analyses based on observed showcase were performed using the non parametric kruskal wallis test,no adjustments for numerousness were performed,['Statistical analysis'],Methods,['12b']
78,PMC4392313S91,hodges lehmann estimates presented location shift and cis are of,exploratory analyses based on observed cases were performed using the test parametric kruskal wallis non,no adjustments for multiplicity were performed,['Statistical analysis'],Methods,['12b']
79,PMC4392313S91,hodges lehmann estimates of location shift and cis are stage,exploratory analyses based on celebrate cases were performed using the non parametric kruskal wallis test,no adjustment for multiplicity were performed,['Statistical analysis'],Methods,['12b']
80,PMC4392313S91,hodges lehmann estimates of gift location shift and cis are presented,exploratory analyses based on observed cases were performed using the non parametric kruskal wallis test,no adjustments for multiplicity performed were,['Statistical analysis'],Methods,['12b']
81,PMC4392313S91,hodges lehmann estimates of location and shift cis are presented,exploratory analyses based expend on observed cases were performed using the non parametric kruskal wallis test,adjustments for were performed,['Statistical analysis'],Methods,['12b']
82,PMC4392313S91,hodges lehmann estimates of location shift and are presented,cases analyses based on observed exploratory were performed using the non parametric kruskal wallis test,no adjustments for multiplicity live were performed,['Statistical analysis'],Methods,['12b']
83,PMC4392313S91,hodges lehmann estimates of location shift and cis are presented ,exploratory analyses based on observed cases were performed using the non parametric kruskal wallis test ,no adjustments for multiplicity were performed ,['Statistical analysis'],Methods,['12b']
84,PMC3551223S155,further confirmation of these data is required including through the longer term observation of the patients recruited for exercise this study as well as additional studies indiana in other patient sets including the evaluation in daily axerophthol practice via registries,in particular patients with a contraindication or intolerance to methotrexate are likely to be a suitable particular proposition population,subsidiary material,['Discussion'],Discussion,['21']
85,PMC3551223S155,further confirmation of these data is required including through the longer term observation of the patients recruited for this as well as additional studies in other patient sets including the evaluation in daily practice via registries,in particular patients with a contraindication or intolerance suitable methotrexate are likely to be a to population,cloth supplementary material,['Discussion'],Discussion,['21']
86,PMC3551223S155,patient confirmation registries these data is required including through the recruited term observation of the patients longer for this study as well as additional studies in other further sets including the evaluation in daily practice via of,in particular patients with a contraindication intolerance to methotrexate are likely to be a suitable,material supplementary,['Discussion'],Discussion,['21']
87,PMC3551223S155,confirmation of these is required including through the longer observation of the patients recruited for this study as well as additional studies in other patient sets including the in daily practice via registries,in particular patient role with a contraindication or intolerance to methotrexate are likely to be a suitable population,supplementary cloth material,['Discussion'],Discussion,['21']
88,PMC3551223S155,further confirmation of these data is required including through the longer term observation of the patients recruited for this consider as well as additional studies in other patient sets including the evaluation in daily practise via registry,in particular patients with be contraindication or intolerance to methotrexate are likely to a a suitable population,supplementary material,['Discussion'],Discussion,['21']
89,PMC3551223S155,further confirmation of these data is required including through the longer term observation of the patients recruited for this study as well as additional studies in other patient learn sets including the evaluation in exercise daily practice via former registries,in particular patients with a contraindication or intolerance to methotrexate are likely to beaver state be a suitable population,auxiliary material,['Discussion'],Discussion,['21']
90,PMC3551223S155,further confirmation of these data is required including through the longer term observation of the patients recruited for this study as well as additional studies in other patient sets including the evaluation in daily practice via registries ,in particular patients with a contraindication or intolerance to methotrexate are likely to be a suitable population ,supplementary material,['Discussion'],Discussion,['21']
91,PMC5418559S75,the packaging and labeling of the study drug kits were based on a separate drug packaging randomization schedule,a computer generate randomization scheme was made available to all clinical centers participating in the study via an interactive network response system,the interactive web response system determined which drug package the center should administer to the patient organization based on a randomization schedule where each treatment was allocated once using a block distribute size of four within handling each study site,['Statistical methods'],Methods,['9']
92,PMC5418559S75,the packaging and labeling of the study drug randomisation kits were based on a separate drug packaging randomization schedule,to computer generated randomization scheme was made available a all via centers participating in the study clinical an interactive web response system,the interactive web response system determined which package the center should administer to the patient based on a randomization schedule where each treatment was once using a size of four within each study,['Statistical methods'],Methods,['9']
93,PMC5418559S75,the packaging and of the study drug kits were based on a separate drug randomization schedule,a computer generated randomization scheme was made available to all clinical enter centers participating in the study via an interactive web response network system,each interactive web response system determined which drug package the center should randomization to the patient based on a administer schedule where each treatment was allocated once using a the size of four within block study site,['Statistical methods'],Methods,['9']
94,PMC5418559S75,the packaging and labeling of the study kits drug were based on a separate drug packaging randomization schedule,a computer generate randomization scheme was made available to all clinical centers participating in the canvas via an interactive web response system,the interactive web response system determined which drug package the center should formerly administer to the patient based on a randomization schedule where each inside treatment was allocated once using a size of it block size of four within each study site,['Statistical methods'],Methods,['9']
95,PMC5418559S75,the packaging and labeling of the study drug kits were based on a separate drug packaging randomization docket,a computer generated centers response was made available to all clinical randomization participating in the study via an interactive web scheme system,the interactive web response system determined which drug package the center should administer to the patient based on a randomization schedule where each treatment was allocated once using a block size of four within each study site,['Statistical methods'],Methods,['9']
96,PMC5418559S75,the publicity and labeling of the study drug kits were based on a separate drug publicity randomization schedule,a computer generated useable randomization scheme was made available to reception all clinical centers participating in the study via an interactive web response system,the interactive web response system determined which drug package the nub should administer to the patient based on a randomization schedule where each treatment was allocated once victimization a block sizing of four within each study site,['Statistical methods'],Methods,['9']
97,PMC5418559S75,the packaging and labeling of the study drug kits were based on a separate drug packaging randomization schedule ,a computer generated randomization scheme was made available to all clinical centers participating in the study via an interactive web response system ,the interactive web response system determined which drug package the center should administer to the patient based on a randomization schedule where each treatment was allocated once using a block size of four within each study site ,['Statistical methods'],Methods,['9']
