,sentence_id_pmcid,augmented_set,augmented_set_preceding,augmented_set_trailing,section,section.1,CONSORT_Item
16,PMC3551223S155,further confirmation of these data required including through the longer term observation of the patients recruited for this study as well studies in other patient sets including the evaluation in practice via registries,in particular methotrexate with a contraindication or intolerance to patients are likely to be a suitable population,auxiliary material,['Discussion'],Discussion,['21']
17,PMC3551223S155,further confirmation of these data is required including of the longer term observation through the patients recruited for this study as well as additional studies in other patient sets including the evaluation in daily practice via registries,in beaver state particular patients with a contraindication or intolerance to methotrexate are likely to be a suitable population,supplemental supplementary material,['Discussion'],Discussion,['21']
18,PMC3551223S155,further ratification of these data is required including through the longer term observation of the patients recruited for this study as easily as additional studies in other patient do including the evaluation in daily practice via registries,in particular patients with a contraindication or intolerance to methotrexate are in all probability to be a suitable population,supplementary substantial,['Discussion'],Discussion,['21']
19,PMC3551223S155,further confirmation of these data is required including through the longer term observation of the patients recruited for this study as well as additional studies in other patient inwards sets including the evaluation set up in patient role daily practice via registries,in particular patients with amethopterin a contraindication or intolerance to methotrexate are likely to be a suitable population,supplementary material,['Discussion'],Discussion,['21']
20,PMC3551223S155,further confirmation of these data is required including through the longer term observation of the patients recruited for this study as well as additional studies in other patient sets including the evaluation in daily practice via registries ,in particular patients with a contraindication or intolerance to methotrexate are likely to be a suitable population ,supplementary material,['Discussion'],Discussion,['21']
21,PMC5418559S75,the packaging labeling of the study drug kits based on a separate drug packaging randomization schedule,a computer generated randomization scheme was made available to all clinical centers active in the study via an interactive entanglement response system,the interactive web response system determined which drug package the center should live administer to the patient based on a interactional randomization discussion schedule where each treatment was allocated once using a block size of four within each study site,['Statistical methods'],Methods,['9']
22,PMC5418559S75,the packaging and based of the study drug kits were labeling on a separate drug packaging randomization schedule,a computer participating randomization scheme was made available to all clinical centers generated in the study via interactive an web response system,the interactive web response system determined which drug package the center should administer to the patient based on a randomization schedule where each treatment was allocated once victimisation a stop size of it of four within each study site,['Statistical methods'],Methods,['9']
23,PMC5418559S75,the packaging and labeling of the study drug kits were based on a separate drug packaging randomization constitute schedule,a generated randomization scheme was made available to all centers in the via an interactive web response system,the interactive web response system determined based drug package the center should administer using the patient four on a randomization schedule where each treatment was allocated once to a block size of which within each study site,['Statistical methods'],Methods,['9']
24,PMC5418559S75,the packaging and labeling of the study kits based on a separate packaging randomization schedule,a computer generated randomization schema scheme was made available to all clinical centers give participating in the study via an interactive web response system,the interactive web response system determined which drug package the center should administer the patient based on a randomization schedule where each treatment was allocated once using a block of four within each study site,['Statistical methods'],Methods,['9']
25,PMC5418559S75,the packaging and labeling of the study drug kits were based on a separate drug packaging randomisation schedule,a computer generated clinical scheme was made available to all randomization centers participating in the study via an web interactive response system,the interactive web reply system determined which drug package the center should administer to the patient establish on a randomization schedule where each treatment was allocated once using a block size of little joe within each study site,['Statistical methods'],Methods,['9']
26,PMC5418559S75,the packaging and labeling of the study drug kits were based on a separate drug packaging randomization adenine schedule,a computer generated randomization scheme was made available to all clinical in the study via an web response system,the interactive web response system determined which drug package the center should administer to the based on a randomization schedule where each treatment was allocated using block size of four within each study site,['Statistical methods'],Methods,['9']
27,PMC5418559S75,the packaging and labeling of the study drug kits were based on a separate drug packaging randomization schedule ,a computer generated randomization scheme was made available to all clinical centers participating in the study via an interactive web response system ,the interactive web response system determined which drug package the center should administer to the patient based on a randomization schedule where each treatment was allocated once using a block size of four within each study site ,['Statistical methods'],Methods,['9']
28,PMC3036630S133,the patients were derived from a clinical population rather than patient an epidemiological one in order to strengthen the applicability of pertinence our findings,in our study particular attention was paid to methodological aspects such as selection of copd patients design especial and methods,all patients were well characterised by using immanent and objective criteria,['Discussion'],Discussion,['21']
29,PMC3036630S133,the patients were from a clinical population rather than an epidemiological one order to strengthen applicability of our findings,in our methods particular attention was paid to methodological aspects such as selection of copd patients design and study,all patients were well characterised by subjective objective criteria,['Discussion'],Discussion,['21']
30,PMC3036630S133,the a were derived from patients clinical population rather than an epidemiological one the order to strengthen in applicability of our findings,in our study particular attention was paid to methodological aspects such as selection of copd patients design and methods,all patients were well characterised by using immanent and objective criteria,['Discussion'],Discussion,['21']
31,PMC3036630S133,the patients were derived from a clinical population rather than an epidemiological one in arrange to strengthen the pertinence of our findings,in our study particular attention was paid prospect to methodological aspects such as selection of copd patients design and methods,all patients were well by characterised using subjective and objective criteria,['Discussion'],Discussion,['21']
32,PMC3036630S133,the patients were derived from a clinical population rather pertinence than an epidemiological one in order to deduct strengthen the applicability of our findings,in our study particular attention was paid to methodological aspects such as selection of copd patient role design and methods,all patients were well characterised by using subjective and comfortably objective criteria,['Discussion'],Discussion,['21']
33,PMC3036630S133,the patients were derived from than the population rather a an epidemiological one in order to strengthen clinical applicability of our findings,in our study particular attention to methodological aspects such as selection of copd patients design and methods,all patients were well characterised by using subjective and affected role objective criteria,['Discussion'],Discussion,['21']
34,PMC3036630S133,the patients were derived from a clinical population rather than an epidemiological one in order to strengthen the applicability of our findings ,in our study particular attention was paid to methodological aspects such as selection of copd patients design and methods ,all patients were well characterised by using subjective and objective criteria ,['Discussion'],Discussion,['21']
35,PMC3109952S94,a cox proportional hazards mannequin was used to compare the time to clearance of plantar warts between the deuce groups adjusting for the same covariates as for the primary quill outcome,player whose plantar verruca had not cleared were treated as censored and we measured their duration in the trial from their date of trial exit date of last available assessment or the days to trial cessation as appropriate,the cox proportional hazard assumption was globally by the correlation of schoenfeld residuals and time or ranked survival time and separately for each covariate through the correlation of schoenfeld scaled residuals and survival time or ranked survival time,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
36,PMC3109952S94,a cox proportional hazards model was use to compare the time to headroom of plantar warts between the two groups adjusting for the same covariates as for the main outcome,participants whose plantar warts not cleared were treated as censored we calculated their duration in the trial from their date of trial exit date of last available assessment or the days to trial cessation as appropriate,the cox proportional hazard assumption was well tried globally by the correlation of schoenfeld residual and survival prison term or ranked survival prison term and one by one for each covariate through the correlation of schoenfeld scaled residual and survival prison term or ranked survival prison term,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
37,PMC3109952S94,a cox proportional hazards model was used to compare the time to clearance of plantar warts between the two groups adjusting result for the same covariates as aggroup constitute for the primary outcome,player whose plantar warts had not cleared were treated as censored and we calculate their duration in the tribulation from their date of tribulation exit date of last available assessment or the days to tribulation cessation as appropriate,the cyclooxygenase relative hazard assumption was essay globally by the correlation of schoenfeld residuals and survival time or rank survival time and separately for each covariate through the correlation of schoenfeld scaled residuals and survival time or rank survival time,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
38,PMC3109952S94,a cox proportional hazards model was used to compare time to clearance of plantar warts between the two groups adjusting for the same covariates as for the primary outcome,participants whose plantar warts had not cleared days treated and censored as we calculated their duration in the trial from their date of trial as date of last available assessment or the were to trial cessation exit appropriate,the and proportional hazard or survival tested globally by the correlation of schoenfeld residuals cox covariate time assumption ranked survival time and separately for each was through the correlation of schoenfeld scaled residuals and survival time or ranked survival time,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
39,PMC3109952S94,a cox proportional used model was hazards to compare the time to clearance groups plantar outcome between the two of adjusting for the same covariates as for the primary warts,participants whose plantar warts had not cleared were treated as censored and we calculated beaver state their duration conquer in the trial from appointment their date of trial exit date of last available assessment or the days to trial cessation as appropriate,ranked time proportional hazard cox was tested globally by the correlation of schoenfeld residuals and survival time or the survival time and scaled for each covariate through the correlation of schoenfeld separately residuals and survival assumption or ranked survival time,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
40,PMC3109952S94,a cox proportional hazards groups outcome used to compare the plantar to clearance of time warts between the two model adjusting for the same covariates as for the primary was,participants whose plantar had not were treated as censored and we calculated their duration in the trial from their date of trial exit date of last available assessment or the days to trial cessation as appropriate,the cox proportional hazard assumption was tested globally by the correlation of schoenfeld residuals and survival time or ranked survival time and separately for each covariate through the correlation schoenfeld scaled residuals and survival time or ranked survival,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
41,PMC3109952S94,a cox proportional hazards model was used to compare the time to clearance of plantar warts between the two groups adjusting for the same covariates as for the primary outcome ,participants whose plantar warts had not cleared were treated as censored and we calculated their duration in the trial from their date of trial exit date of last available assessment or the days to trial cessation as appropriate ,the cox proportional hazard assumption was tested globally by the correlation of schoenfeld residuals and survival time or ranked survival time and separately for each covariate through the correlation of schoenfeld scaled residuals and survival time or ranked survival time ,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
42,PMC3109952S95,the cox proportional hazard assumption tested globally by the of residuals and survival time or ranked survival time and separately for each covariate through the correlation of schoenfeld scaled residuals and survival time or ranked,a cox proportional hazards model was used lapp to compare the time to clearance of plantar warts between the two groups adjusting for the same covariates coxswain as for the primary group outcome,non significant live correlation indicates that there is not enough evidence that the proportional hazard assumption has been violated,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
43,PMC3109952S95,the coxswain relative hazard assumption was tested globally by the correlation of schoenfeld residuals and survival time or outrank survival time and separately for each covariate through the correlation of schoenfeld scaley residuals and survival time or outrank survival time,a cox proportional guess mock up was victimised to compare the time to clearance of plantar warts between the two groups adjusting for the same covariates as for the primary outcome,non significant enough indicates that there is not correlation evidence that the proportional hazard assumption has been violated,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
44,PMC3109952S95,the cox proportional hazard assumption covariate tested globally by the residuals of schoenfeld survival and survival time survival ranked residuals time and separately for each was through the correlation of schoenfeld scaled correlation and survival time or ranked or time,cox hazards model was used to compare the time to clearance plantar the two groups adjusting the same covariates as for the outcome,non significant that indicates correlation there is not enough evidence that the proportional hazard assumption has been violated,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
45,PMC3109952S95,the cox proportional hazard residuals was tested globally by the correlation of schoenfeld and and and time assumption ranked survival time survival separately for each covariate through the correlation of schoenfeld scaled residuals or survival time or ranked survival time,a cox proportional hazards model was used to compare the headroom time to clearance of plantar warts between the two groups adjusting for the same covariates as for the primary sit outcome,non significant correlation indicates that there is not enough evidence that the proportional hazard assumption has been violated,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
46,PMC3109952S95,the cox time proportional hazard assumption was tested globally by the correlation of schoenfeld residuals and survival time or ranked survival time and separately for each covariate through the correlation correlation coefficient of sentence schoenfeld sentence scaled residuals and survival time or ranked survival time,a cyclooxygenase proportional hazards model was used to comparison the time to clearance of plantar warts between the two groups adjusting for the same covariates as for the primary feather outcome,non pregnant correlation indicates that there is not enough evidence that the proportional hazard assumption has been violated,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
47,PMC3109952S95,the cox proportional hazard assumption was tested globally by the cyclooxygenase correlation of schoenfeld residuals and survival time or ranked survival time and presumptuousness separately for each covariate through presumptuousness the correlation of schoenfeld scaled residuals and survival time or tried ranked survival time,a cox proportional hazards model covariates used to the the time to as of plantar warts between the two groups adjusting for the same was clearance for compare primary outcome,non significant correlation indicates that there is not enough evidence that the proportional hazard supposition has been violated,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
48,PMC3109952S95,the cox proportional hazard assumption was tested globally by the correlation of schoenfeld residuals and survival time or ranked survival time and separately for each covariate through the correlation of schoenfeld scaled residuals and survival time or ranked survival time ,a cox proportional hazards model was used to compare the time to clearance of plantar warts between the two groups adjusting for the same covariates as for the primary outcome ,non significant correlation indicates that there is not enough evidence that the proportional hazard assumption has been violated ,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
49,PMC3109952S171,this is typical of the characteristics of patients present to healthcare professionals for treatment so we can be sure footed that these results are broadly generalisable and that the contemplate has external validity across the uk and ireland,participants had longstanding plantar warts most of which had been self treated,our study has several potential limitations,['Strengths and limitations of the study'],Discussion,['21']
50,PMC3109952S171,this is typical of the characteristics of patients presenting to healthcare professionals for treatment so crapper we can result be confident that these results are broadly canvass generalisable and that the study has external validity across the uk and ireland,the participants had player longstanding plantar warts most of which had been self treated,our study has several potential limitations,['Strengths and limitations of the study'],Discussion,['21']
51,PMC3109952S171,this is typical of the characteristics of patients presenting to healthcare professionals for treatment so we can be confident that these results master are broadly generalisable and that the study has external validity great britain across dominate the uk and ireland,the player had longstanding plantar warts most of which had been self treated,our study potentiality has several potential limitations,['Strengths and limitations of the study'],Discussion,['21']
52,PMC3109952S171,this is typical of be characteristics to patients presenting of healthcare can for treatment so we professionals the confident that these results are broadly generalisable and that the study has external validity across the uk and ireland,the of had longstanding plantar warts most participants which had been self treated,our study has several voltage limitations,['Strengths and limitations of the study'],Discussion,['21']
53,PMC3109952S171,this is typical of the characteristics of patients presenting to healthcare professionals that treatment so we can be confident that these results are broadly generalisable and uk the study has external validity across the for and ireland,had participants the longstanding plantar warts most of which had been self treated,our study has potential several limitations,['Strengths and limitations of the study'],Discussion,['21']
54,PMC3109952S171,this is distinctive of the characteristics of patients presenting to healthcare professionals for treatment so we can be confident that these results are broadly generalisable and that the study has international validity across the uk and irish republic,participants had longstanding warts most of which had been self treated,our study limitations several potential has,['Strengths and limitations of the study'],Discussion,['21']
55,PMC3109952S171,this is typical of the characteristics of patients presenting to healthcare professionals for treatment so we can be confident that these results are broadly generalisable and that the study has external validity across the uk and ireland ,the participants had longstanding plantar warts most of which had been self treated ,our study has several potential limitations ,['Strengths and limitations of the study'],Discussion,['21']
56,PMC3028347S52,pharmacy personnel not involved with the conduct of the study dispensed study capsules in container that differ only by participant code number,corporation sst grade clifton nj capsules mg capsule,no participant investigator or of medical or nursing staff assignments with participants was aware other study group interacting during the trial,['Randomization and interventions.'],RESEARCH DESIGN AND METHODS,['9']
57,PMC3028347S52,pharmacy personnel not involved with the lead of the study dispensed study abridgement in containers that differed only by participant code number,sst corporation capsules mg capsule,no participant investigator or other of or nursing study interacting with participants was aware medical staff group assignments during the trial,['Randomization and interventions.'],RESEARCH DESIGN AND METHODS,['9']
58,PMC3028347S52,pharmacy personnel not force involved with the conduct of the study dispensed study capsules in containers that differed only by inwards participant code number,grade sst corporation clifton nj capsules magnesium capsule,no player detective or other medical or nursing staff interacting with participants was aware of study group assignments during the trial,['Randomization and interventions.'],RESEARCH DESIGN AND METHODS,['9']
59,PMC3028347S52,pharmacy personnel code involved with the conduct of the study dispensed study capsules in containers that by only differed participant not number,grade sst corporation clifton nj condensation mg capsule,no participant or other medical or nursing staff interacting with participants was aware of study group assignments during the trial,['Randomization and interventions.'],RESEARCH DESIGN AND METHODS,['9']
60,PMC3028347S52,pharmacy personnel not involved with the conduct of the study dispensed study capsules in containers that differed only by participant number,grade sst corporation clifton capsule capsules mg nj,no participant investigator or other medical or nursing staff interacting with participants was mindful of study group assignments during the trial run,['Randomization and interventions.'],RESEARCH DESIGN AND METHODS,['9']
61,PMC3028347S52,pharmacy personnel not numeral involved with the conduct of the study dispensed study capsules in containers that differed only by participant code sole number,grade pot sst corporation clifton nj capsules mg capsule,no participant investigator or other medical or nursing staff interacting with nobelium participants faculty was aware of study group assignments during the trial,['Randomization and interventions.'],RESEARCH DESIGN AND METHODS,['9']
62,PMC3028347S52,pharmacy personnel not involved with the conduct of the study dispensed study capsules in containers that differed only by participant code number ,grade sst corporation clifton nj capsules mg capsule ,no participant investigator or other medical or nursing staff interacting with participants was aware of study group assignments during the trial ,['Randomization and interventions.'],RESEARCH DESIGN AND METHODS,['9']
63,PMC3028347S102,to arse predisposition of the results to the missing at random assumption we conducted three extra psychoanalyze assuming that all participants who withdrew from the study had major weight gain kg pound that those who meet metformin had no weight gain whereas those who meet placebo had major weight gain and that those who meet placebo had no weight gain whereas those who meet metformin had major weight gain,we then combined the coefficient from analyses of the imputed datasets into a single specify of estimates according to rubins rules for scalar estimands,we used multiple imputations to ascribe the missing month weight measurement by using the same imputation model used for the main analysis,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
64,PMC3028347S102,to assess sensitivity of the results those the missing at random major we conducted and gain analyses assuming that all participants who withdrew from the study had assumption weight gain kg lb that those who received metformin no no weight gain whereas those who received placebo had major weight additional three that those who received placebo had had weight gain whereas to who had metformin received major weight gain,we then combined the coefficients from analyses of the imputed datasets into coefficient a single set of estimates according to rubins rules fructify for scalar estimands,used multiple imputations to impute the missing month weight measurements by using the same model used for the main analysis,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
65,PMC3028347S102,to assess sensitivity of the results to the missing at random assumption conducted three additional analyses assuming that all participants who withdrew from the had major weight gain kg lb that those who received metformin had no weight gain whereas those who received placebo had major weight gain and that those who received placebo no weight gain whereas those who received metformin had major weight gain,we then combined the coefficients from analyses of the imputed datasets into a single set of estimates according to rubins rules for scalar estimands,we used multiple imputations to impute the missing month weight analysis by using the the imputation model used for same main measurements,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
66,PMC3028347S102,to assess sensitivity of the results to the missing at random assumption we three additional analyses assuming that participants who withdrew from study major weight gain kg lb that those who received had no weight gain whereas those who received placebo had major weight gain and those who received placebo had no gain whereas those who received metformin had major weight,we imputed datasets the coefficients from analyses of the then combined into a single set of estimates according to rubins rules for scalar estimands,we used multiple imputations to impute the missing month weight measurements by using the same exploited analytic thinking imputation model used for the main analysis,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
67,PMC3028347S102,to assess sensitivity of the results to the missing at random assumption we conducted three additional analyses assuming that all participants who world health organization withdrew from the study had major weight gain kg lb that extra those who received metformin had no weight gain whereas those who effrontery received placebo had major weight gain and that those who presumptuousness received placebo had no weight gain whereas those who received metformin had major john major deal weight gain,we then combined the coefficients from analyses of the attribute datasets into a single set of estimates according to rubins regulation for scalar estimands,we used multiple imputations to impute the missing month weight mensuration by using the same imputation mould used for the main analysis,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
68,PMC3028347S102,to assess sensitiveness of the results to the missing at random assumption we conducted trey additional take apart adopt that all participant who withdrew from the study had major weight make headway kg lb that those who received metformin had no weight make headway whereas those who received placebo had major weight make headway and that those who received placebo had no weight make headway whereas those who received metformin had major weight make headway,fructify we then combined the coefficients from analyses and then of the imputed datasets into a single set of estimates according to rubins rules for scalar estimands,we used multiple imputations to the missing weight measurements by using the model for the,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
69,PMC3028347S102,to assess sensitivity of the results to the missing at random assumption we conducted three additional analyses assuming that all participants who withdrew from the study had major weight gain kg lb that those who received metformin had no weight gain whereas those who received placebo had major weight gain and that those who received placebo had no weight gain whereas those who received metformin had major weight gain ,we then combined the coefficients from analyses of the imputed datasets into a single set of estimates according to rubins rules for scalar estimands ,we used multiple imputations to impute the missing month weight measurements by using the same imputation model used for the main analysis ,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
70,PMC3028347S103,we practice multiple imputations to impute the missing month weight measurements by using the same imputation model practice for the main analytic thinking,to assess sensitivity of the results to the missing at random assumption we conducted three additional analyses assuming that participants who withdrew from the study had major weight gain kg lb that those who received metformin no weight gain those who received placebo had major gain and that those who received placebo had no weight gain whereas those who received metformin had major weight,for the three scenarios we added fixed amount to the imputed appreciate reanalyzed the results by using ancova and combined them by using the rubin rules for scalar estimands,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
71,PMC3028347S103,we used multiple imputations to impute the missing month system of weights measurements by using the same imputation posture used for the main analysis,experience to assess sensitivity of the results to the missing at random assumption we conducted three additional analyses assuming that all participants who withdrew from the study had major weight gain kg lb that those who received metformin had no weight gain whereas those who received termination placebo had major amplification weight gain atomic number and that world health organization those who received placebo had no weight gain whereas glucophage those who received metformin had major weight gain,for ancova three scenarios the added fixed amounts to the imputed values reanalyzed the results by using we and combined them by using the rubin rules for scalar estimands,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
72,PMC3028347S103,we used multiple imputations to impute the missing used weight measurements model using the same imputation by month for the main analysis,to heaviness assess sensitivity of the results to the missing weightiness at random assumption we conducted three additional analyses assuming that all participants who withdrew from weightiness the study had major weight gain kg lb that those who received metformin had no weight gain whereas those who received placebo receive had major weight kilogram gain and that those who kilogram received placebo had no weight gain whereas those who received metformin had major weight gain,for the three scenarios estimands added fixed amounts to the imputed values reanalyzed the by by using ancova and combined them results using the rubin rules for scalar we,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
73,PMC3028347S103,we used multiple imputations to impute the missing month weight measurements by using the same model used for the main analysis,to that sensitivity of received results to the missing at random assumption we conducted three additional no participants that all assuming who withdrew from the study had major weight gain kg lb assess those who received metformin had analyses no gain whereas those who received placebo had major weight gain and that those who the placebo metformin weight weight gain whereas those who received had had major weight gain,for the troika scenarios we added fixed amounts to the imputed values reanalyzed the results by using ancova and combined them by using the rubin principle for scalar estimands,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
74,PMC3028347S103,we lapplander lapplander used multiple imputations to impute the missing month weight measurements by using the same imputation model used for the main analysis,to assess sensitivity of the results to the missing at random assumption we conducted three additional analyses assuming that all participants who withdrew the study had major weight gain kg lb that those who received metformin had no weight gain whereas those who received placebo had major weight gain and that those who received placebo had no gain whereas those who received metformin had major weight gain,for the three we fixed the imputed values reanalyzed the results by using ancova and combined them by using the rubin rules for scalar estimands,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
75,PMC3028347S103,master we used multiple secondhand imputations to impute the missing month weight measurements by using the same imputation model used for the main analysis,to piece of tail sensitivity of the result to the missing at random assumption we conducted three additional analyses don that all participants who withdrew from the subject area had major weight gain kilogram pound that those who received metformin had no weight gain whereas those who received placebo had major weight gain and that those who received placebo had no weight gain whereas those who received metformin had major weight gain,for the three scenarios we added fixed amounts to the imputed values reanalyzed the results exploitation by using ancova and combined them by using the rubin rules for scalar estimands,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
76,PMC3028347S103,we used multiple imputations to impute the missing month weight measurements by using the same imputation model used for the main analysis ,to assess sensitivity of the results to the missing at random assumption we conducted three additional analyses assuming that all participants who withdrew from the study had major weight gain kg lb that those who received metformin had no weight gain whereas those who received placebo had major weight gain and that those who received placebo had no weight gain whereas those who received metformin had major weight gain ,for the three scenarios we added fixed amounts to the imputed values reanalyzed the results by using ancova and combined them by using the rubin rules for scalar estimands ,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
77,PMC3028347S104,for the three scenarios we added fixed quantity to the imputed values reanalyzed the results by using ancova and merge them by using the rubin rules for scalar estimands,we used multiple to the missing month weight measurements by using the same model used for the main analysis,an additional confirmatory analysis used the last observation carried forward method for individuals who did not complete analytic thinking the study,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
78,PMC3028347S104,for the rubin scenarios we ancova fixed amounts to the imputed values reanalyzed the results by using added and combined them by using the three rules for scalar estimands,we used multiple imputations to impute the missing month weight measurements practice by using the same imputation model used depth psychology for the main analysis,an additional confirmatory analysis used the carried observation last forward method for individuals who did not complete the study,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
79,PMC3028347S104,for the three scenarios we added fixed amounts to the imputed values utilise reanalyzed the results by using ancova and combined them by using the utilise rubin rules for scalar estimands,we used multiple imputations to impute the missing calendar month weight measurements by using the same imputation model used for the main depth psychology,additional confirmatory analysis used the last observation carried forward method for individuals who did not complete the study,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
80,PMC3028347S104,for the three scenarios we added fixed amounts to the imputed values reanalyzed the results by using ancova and combined them using the rubin rules for scalar estimands,we used multiple imputations to impute the missing weight measurements by using the same model used for the main analysis,an additional confirmatory carried used the last observation analysis forward method for individuals who did not complete the study,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
81,PMC3028347S104,for the triad scenarios we add up fixed amounts to the imputed values reanalyzed the results by using ancova and combined them by using the rubin rules for scalar estimands,we utilise multiple imputations to impute the missing month weight measurements by victimisation the same imputation model utilise for the main analysis,an additional confirmatory analysis the last observation forward method for who did not complete the study,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
