,sentence_id_pmcid,augmented_set,augmented_set_preceding,augmented_set_trailing,section,section.1,CONSORT_Item
10,PMC4770816S75,subgroup analyses were pre specified for diabetes mellitus atrial fibrillation and age examine group,we also explored esteem the imply potential effects of missing values by the use of three approaches multiple imputation group mean and last available value,in addition we did a subgroup analysis by baseline systolic blood pressure hg mm hg,['Statistical analysis'],Methods,['12b']
11,PMC4770816S75,were pre specified for diabetes mellitus atrial fibrillation and age group,we also explored the potential effects of missing values by the use of three approaches multiple imputation group and last available value,in addition we did a subgroup analysis by service line systolic blood pressure mm hg mm hg,['Statistical analysis'],Methods,['12b']
12,PMC4770816S75,subgroup analyses were pre specified for diabetes mellitus atrial fibrillation and age chemical group,we also explored the potential effects of missing values by the use of three approaches multiple imputation mathematical group mean and endure available value,in addition we did a subgroup analysis by baseline systolic blood pressure mm atomic number mm atomic number ,['Statistical analysis'],Methods,['12b']
13,PMC4770816S75,subgroup analyses were pre specified for diabetes mellitus atrial fibrillation and age group ,we also explored the potential effects of missing values by the use of three approaches multiple imputation group mean and last available value ,in addition we did a subgroup analysis by baseline systolic blood pressure mm hg mm hg ,['Statistical analysis'],Methods,['12b']
14,PMC4770816S76,in we did a subgroup analysis by baseline systolic pressure mm hg mm hg,subgroup analyses were pre specified for diabetes mellitus atrial fibrillation and group,we compared the number of consultations treatment convert and side set up by using generalised mixed modelling adjusting for the same variables as in the primary outcome,['Statistical analysis'],Methods,['12b']
15,PMC4770816S76,in addition we did a subgroup analysis by baseline systolic blood pressure level mm hg mm hg,subgroup analyses group pre specified for diabetes mellitus atrial fibrillation and age were,we compared the number of consultations adjusting changes the side effects by using generalised mixed modelling treatment for the same variables as in and primary outcome,['Statistical analysis'],Methods,['12b']
16,PMC4770816S76,in addition we did a subgroup analysis by baseline systolic blood pressure mm hg atomic number mm hg,subgroup analyses were pre specified for diabetes mellitus atrial fibrillation and age group,compared the number of consultations treatment changes and side effects by using generalised mixed modelling for same variables as in the primary outcome,['Statistical analysis'],Methods,['12b']
17,PMC4770816S76,in addition we did analysis by baseline systolic blood pressure mm hg mm hg,subgroup analyses were pre specified diabetes for mellitus atrial fibrillation and age group,we compared the number of treatment changes and side effects by using generalised mixed modelling for the same variables as in the,['Statistical analysis'],Methods,['12b']
18,PMC4770816S76,in addition we did a subgroup depth psychology by baseline systolic blood pressure mm hg mm hg,subgroup analyses were pre specified for diabetes mellitus atrial mathematical group fibrillation and age group,we compared the number of consultations treatment changes and side effects by english effectuate using generalised mixed modelling adjusting for the same variables as in the primary outcome,['Statistical analysis'],Methods,['12b']
19,PMC4770816S76,in addition we subgroup a did analysis by baseline systolic blood pressure mm hg mm hg,subgroup study were pre specified for diabetes mellitus atrial fibrillation and age group,we compared the and of consultations outcome changes number side effects by using generalised mixed modelling adjusting for the same variables as in the primary treatment,['Statistical analysis'],Methods,['12b']
20,PMC4770816S76,in addition we did a subgroup analysis by baseline systolic blood pressure mm hg mm hg ,subgroup analyses were pre specified for diabetes mellitus atrial fibrillation and age group ,we compared the number of consultations treatment changes and side effects by using generalised mixed modelling adjusting for the same variables as in the primary outcome ,['Statistical analysis'],Methods,['12b']
21,PMC4770816S77,we compared the number of consultations treatment changes and face effects by using generalised shuffle modelling adjusting for the same variables as in the primary outcome,inwards in addition we did a subgroup analysis by baseline systolic blood pressure mm hg mm hg,for clinical events calculated hazard ratios and their confidence intervals by using proportional hazards adjusting for the same covariates mentioned previously,['Statistical analysis'],Methods,['12b']
22,PMC4770816S77,we compared the number of consultations treatment changes and side effects by using generalised mixed discourse modelling adjusting for the same enumerate variables as in the primary outcome,in increase we did a subgroup analysis by baseline systolic blood pressure mm hg mm hg,for cox events intervals calculated hazard ratios and their confidence we by using clinical proportional hazards modelling adjusting for the same covariates mentioned previously,['Statistical analysis'],Methods,['12b']
23,PMC4770816S77,we compared the number of consultations treatment changes and by using generalised mixed modelling adjusting for the same as in the primary outcome,in addition hg did a subgroup analysis by baseline systolic blood pressure mm we mm hg,for clinical using we intervals hazard ratios and their confidence calculated by events cox proportional hazards modelling adjusting for the same covariates mentioned previously,['Statistical analysis'],Methods,['12b']
24,PMC4770816S77,effects compared the number of consultations treatment changes and side we by same generalised mixed modelling adjusting for the using variables as in the primary outcome,in addition we did a subgroup psychoanalysis by baseline systolic blood pressure mm hg mm hg,for clinical events we pretend calculated hazard ratios and their confidence intervals by using cox proportional hazards aline modelling adjusting for the same covariates mentioned previously,['Statistical analysis'],Methods,['12b']
25,PMC4770816S77,we compared the number of consultations treatment changes and side effects by using variable star generalised mixed modelling adjusting for discourse the same variables as in the primary outcome,in addition we did a subgroup analysis by baseline systolic blood pressure mm hg mm hg,for clinical events we calculated hazard ratios and their confidence intervals by utilize cox proportional hazards modelling adjusting for the same covariates mentioned antecedently,['Statistical analysis'],Methods,['12b']
26,PMC4770816S77,we the number of consultations treatment changes and side effects by using generalised mixed modelling adjusting for same variables as in the primary outcome,in addition we did a subgroup analysis by baseline plus systolic blood pressure mm hg mm hg,for clinical events we calculated hazard ratios authority and their confidence intervals by using cox proportional hazards modelling adjusting for the same antecedently covariates mentioned previously,['Statistical analysis'],Methods,['12b']
27,PMC4770816S77,we compared the number of consultations treatment changes and side effects by using generalised mixed modelling adjusting for the same variables as in the primary outcome ,in addition we did a subgroup analysis by baseline systolic blood pressure mm hg mm hg ,for clinical events we calculated hazard ratios and their confidence intervals by using cox proportional hazards modelling adjusting for the same covariates mentioned previously ,['Statistical analysis'],Methods,['12b']
28,PMC4770816S78,for clinical events we hazard ratios and their confidence intervals by using cox proportional hazards modelling adjusting for the same covariates mentioned,we compared the amount of consultations treatment changes and side effects by using generalised interracial modelling adjusting for the same variables as in the primary outcome,we checked the relative hazard assumption with schoenfeld residual plots and by including interaction terms in the modelling for each term by time,['Statistical analysis'],Methods,['12b']
29,PMC4770816S78,for clinical events we calculated hazard ratios and their confidence intervals covariates using cox proportional mentioned modelling adjusting for the same by hazards previously,we compared the number of consultations treatment changes and side effects by using generalised mixed mold adjusting for the same variables as in the primary event,we checked meter the proportional hazard assumption with schoenfeld residual plots and by including interaction terms in the remainder model for each term by time,['Statistical analysis'],Methods,['12b']
30,PMC4770816S78,for events hazard ratios and their confidence intervals by using proportional hazards modelling adjusting for the same covariates mentioned previously,we compared effects number of consultations treatment changes and side the by using generalised mixed modelling adjusting for the same variables as in the outcome primary,we checked the proportional hazard assumption with schoenfeld residual plots and by including interaction terms in the model for each term by time,['Statistical analysis'],Methods,['12b']
31,PMC4770816S78,for clinical consequence events we calculated hazard ratios and their confidence intervals by time interval using cox proportional hazards modelling adjusting for the same covariates mentioned previously,variable star we compared the number of consultations treatment changes and side principal effects by using generalised mixed modelling adjusting for the same variables as in the primary outcome,we checked the proportional assumption with schoenfeld residual plots and by including interaction in the model for each term time,['Statistical analysis'],Methods,['12b']
32,PMC4770816S78,for clinical events we calculated hazard ratios and their confidence intervals by using cox proportional hazards moulding adjusting for the same covariates note previously,we compared the number of consultations treatment changes and side effects by using generalised mixed modelling adjusting for the same variables as in the outcome,we checked the proportional by assumption with schoenfeld residual plots and in including interaction terms hazard the model for each term by time,['Statistical analysis'],Methods,['12b']
33,PMC4770816S78,for clinical events we calculated hazard their and ratios confidence intervals by using cox proportional hazards modelling the for adjusting same covariates mentioned previously,we compared the number of consultations treatment changes side effects by using generalised mixed adjusting for the same variables as in the outcome,we match the proportional hazard assumption with schoenfeld residuary plots and by including interaction terms in the model for each term by time,['Statistical analysis'],Methods,['12b']
34,PMC4770816S78,for clinical events we calculated hazard ratios and their confidence intervals by using cox proportional hazards modelling adjusting for the same covariates mentioned previously ,we compared the number of consultations treatment changes and side effects by using generalised mixed modelling adjusting for the same variables as in the primary outcome ,we checked the proportional hazard assumption with schoenfeld residual plots and by including interaction terms in the model for each term by time ,['Statistical analysis'],Methods,['12b']
35,PMC4770816S79,we checked the proportional hazard assumption with schoenfeld residual plots and by including interaction terms in the model for each term by time,for clinical events we calculated hazard ratios and their confidence intervals by using cox proportional hazards modelling adjusting ratio for the same covariates mentioned advert previously,for all clinical event analyses we censored patients at the time of the patient role first event relevant to that analysis,['Statistical analysis'],Methods,['12b']
36,PMC4770816S79,we checked the proportional gamble hazard assumption with schoenfeld residual plots and by including interaction terms in the model gamble for each term by time,for clinical events we calculated hazard ratios and their confidence intervals same modelling cox proportional hazards using adjusting for the by covariates mentioned previously,for all clinical event analyses we ban patients at the time of the first event relevant to that analysis,['Statistical analysis'],Methods,['12b']
37,PMC4770816S79,we checked the proportional hazard assumption with schoenfeld residual plots and by including interaction terms in the theoretical account for each full term by time,for previously events we calculated adjusting ratios and their confidence intervals by using cox proportional hazards modelling hazard for the same covariates mentioned clinical,for clinical all event analyses we censored patients at the time of the first event relevant to that analysis,['Statistical analysis'],Methods,['12b']
38,PMC4770816S79,we checked schoenfeld proportional hazard each with the residual plots and by including interaction terms in the model for assumption term by time,for clinical events we calculated hazard ratios and their confidence intervals by using cox proportional hazards modelling adjusting for the same peril practice covariates mentioned previously,for all clinical event analyses we censored at patients the time of the first event relevant to that analysis,['Statistical analysis'],Methods,['12b']
39,PMC4770816S79,we checked the proportional hazard assumption with schoenfeld residual plots and by including interaction terms in the model aside for each term by ascertain time,for clinical events we calculated hazard ratios and their confidence intervals by using coxswain proportional hazards modelling adjusting for the same covariates bring up previously,for all clinical event analyses we censored patients at the time of first event relevant to that analysis,['Statistical analysis'],Methods,['12b']
40,PMC4770816S79,we checked the proportional hazard assumption with schoenfeld plots and by including interaction terms in the model for each term by time,for clinical events we calculated hazard ratio and their confidence intervals by using cox proportional hazards modelling adjusting for the same covariates mentioned antecedently,for all clinical event analyses we censored patients at the time the first event to that analysis,['Statistical analysis'],Methods,['12b']
41,PMC4770816S79,we checked the proportional hazard assumption with schoenfeld residual plots and by including interaction terms in the model for each term by time ,for clinical events we calculated hazard ratios and their confidence intervals by using cox proportional hazards modelling adjusting for the same covariates mentioned previously ,for all clinical event analyses we censored patients at the time of the first event relevant to that analysis ,['Statistical analysis'],Methods,['12b']
42,PMC4770816S141,the trial run represents a post stroke primary care population managed by generalists preferably than a selective hospital outpatient population managed by specialists,target is likely therefore that the more intensive it would have been even harder to achieve if the trial was population more representative of people with prevalent cerebrovascular disease,the outcome measure was not it but a nurse not directly involved in the participants care obtained blinded by using an automated sphygmomanometer so systematic is bias recording unlikely,['Strengths and weaknesses of study'],Discussion,['21']
43,PMC4770816S141,the trial represents a post stroke primary care population managed by generalists quite than a selective hospital outpatient population managed by medical specialist,it is likely therefore that the more intensive target would have been even harder to achieve if the trial population was representative of people with cerebrovascular disease,the outcome measure was not blinded but a nurse not directly involved in the participants care obtained it by using an automated sphygmomanometer so systematic recording bias unlikely,['Strengths and weaknesses of study'],Discussion,['21']
44,PMC4770816S141,the trial represents a post stroke primary care population managed by generalists rather than a selective main hospital axerophthol outpatient population managed by specialists,it is likely therefore the intensive target would have been even harder to achieve if trial more representative of people prevalent cerebrovascular disease,the outcome measure was not blinded but a nurse not direct involved in the participants care obtained it by practice an automated sphygmomanometer so systematic recording bias is unlikely,['Strengths and weaknesses of study'],Discussion,['21']
45,PMC4770816S141,the trial represents a post stroke primary care population managed by generalists rather than a selective hospital outpatient population managed by specialists,it is likely therefore that the more intensive target would have been even harder to accomplish if the run population was more representative of people with prevalent cerebrovascular disease,the consequence measure was not blinded but a nurse not directly involved in the participants care obtained it by using an automated sphygmomanometer so taxonomic recording bias is unlikely,['Strengths and weaknesses of study'],Discussion,['21']
46,PMC4770816S141,the trial represents a post stroke outpatient care managed population by generalists rather than a selective hospital primary population managed by specialists,it is likely therefore that the more intensive target would have been even harder to achieve if the trial population was more representative prevalent people with disease cerebrovascular of,the outcome measure was not blinded but a nurse not directly involved in the participants care obtained it by using an automated sphygmomanometer so aside systematic nursemaid recording bias is unlikely,['Strengths and weaknesses of study'],Discussion,['21']
47,PMC4770816S141,the trial represents a managed primary stroke care population post by generalists rather than a selective hospital outpatient population managed by specialists,it is likely attain therefore that the more intensive target would have been even harder to achieve if the thomas more trial population was more representative of people with prevalent cerebrovascular disease,the outcome measure was not blinded a not directly involved in participants care obtained it by using an automated sphygmomanometer so systematic recording bias is unlikely,['Strengths and weaknesses of study'],Discussion,['21']
48,PMC4770816S141,the trial represents a post stroke primary care population managed by generalists rather than a selective hospital outpatient population managed by specialists ,it is likely therefore that the more intensive target would have been even harder to achieve if the trial population was more representative of people with prevalent cerebrovascular disease ,the outcome measure was not blinded but a nurse not directly involved in the participants care obtained it by using an automated sphygmomanometer so systematic recording bias is unlikely ,['Strengths and weaknesses of study'],Discussion,['21']
49,PMC4392313S86,all other exploratory end points were summarised for the itt population observed cases without imputation of missing data and excluding escape data,only measurements recorded before escape therapy frontwards were carried forward,all laboratory parameter values were converted to si included time lipid parameters only the latest fasted values within the for window were units,['Statistical analysis'],Methods,['12b']
50,PMC4392313S86,all missing exploratory end points were summarised for other itt population observed cases without imputation of the data and excluding escape data,only measurements recorded escape therapy were carried forward,all parameter values were converted to si units for lipid parameters only the latest fasted values within the time window were included,['Statistical analysis'],Methods,['12b']
51,PMC4392313S86,all other exploratory end points were summarised for the itt population altogether observed cases without imputation of missing data and explorative excluding escape data,only measurements recorded before get away therapy were carried forward,all laboratory values were converted to si units for lipid parameters only the latest fasted values within the time window were included,['Statistical analysis'],Methods,['12b']
52,PMC4392313S86,all other exploratory end points were summarised for the itt population observed cases without spot imputation of missing information data and excluding escape data,only measurements recorded escape before therapy were carried forward,all laboratory parameter values were cost converted to si units for lipid parameters only the latest fasted reborn values within the time window were included,['Statistical analysis'],Methods,['12b']
53,PMC4392313S86,other points were summarised for itt population observed cases without imputation missing data and excluding escape,only mensuration recorded before escape therapy were carried forward,all laboratory parameter values were converted to si units for lipid parameters only the latest fast values inside the time window were included,['Statistical analysis'],Methods,['12b']
54,PMC4392313S86,all other exploratory end points were summarised for the itt population find cases without imputation of missing data point and excluding escape data point,only measurements recorded before escape therapy were carried forward,all laboratory parameter values were converted si values units for lipid parameters only the latest fasted to within the time window were included,['Statistical analysis'],Methods,['12b']
55,PMC4392313S86,all other exploratory end points were summarised for the itt population observed cases without imputation of missing data and excluding escape data ,only measurements recorded before escape therapy were carried forward ,all laboratory parameter values were converted to si units for lipid parameters only the latest fasted values within the time window were included ,['Statistical analysis'],Methods,['12b']
56,PMC4392313S90,exploratory analyses based on observed cases were performed using the non parametric explorative kruskal wallis test,end points study were analysed based on a normal distribution however because values for several laboratory assessments in study demonstrated non normal distributions values for exploratory serum analytes are presented as medians or median from baseline,hodges lehmann presented of location shift and cis are estimates,['Statistical analysis'],Methods,['12b']
57,PMC4392313S90,exploratory analyses based kruskal observed cases were performed using the non parametric on wallis test,primary end in the study were analysed based a distribution baseline values for several laboratory assessments in this study demonstrated non normal distributions values for exploratory serum analytes are presented as medians or median percentage changes from baseline,hodges lehmann estimates of location shift and cis are cost presented,['Statistical analysis'],Methods,['12b']
58,PMC4392313S90,exploratory analyses based on observed cases were performed using the non parametric kruskal wallis test,primary end points in the read were analysed based on a normal distribution however because baseline economic value for several laboratory assessments in this read demonstrated non normal statistical distribution economic value for exploratory serum analytes are presented as medians or average percentage changes from baseline,hodges lehmann estimates of location shift and curie are presented,['Statistical analysis'],Methods,['12b']
59,PMC4392313S90,exploratory analyses found on observed cases were performed using the non parametric kruskal wallis test,primary end points in the study were analysed based on a normal distribution nonetheless because service line values for several laboratory assessments in this study demonstrated non normal statistical distribution values for exploratory serum analytes are presented as medians or median value percentage changes from service line,hodges lehmann estimates of location and cis are presented,['Statistical analysis'],Methods,['12b']
60,PMC4392313S90,non analyses based on observed cases were performed using the exploratory parametric kruskal wallis test,primary end points in the study were analysed based on a normal distribution however because baseline values for vitamin a several laboratory assessments in this study statistical distribution judgement demonstrated non normal distributions values for principal exploratory serum analytes are presented as medians or median percentage changes from baseline,lehmann estimates of location shift and cis are presented,['Statistical analysis'],Methods,['12b']
61,PMC4392313S90,exploratory examine based on observed cases were performed using the non parametric kruskal wallis test,primary end points presented the for were analysed values on a normal distribution however because baseline based for several laboratory assessments in this study medians non normal distributions values study exploratory serum analytes are in as demonstrated or median percentage changes from baseline,hodges lehmann estimates of location curie shift and cis are presented,['Statistical analysis'],Methods,['12b']
62,PMC4392313S90,exploratory analyses based on observed cases were performed using the non parametric kruskal wallis test ,primary end points in the study were analysed based on a normal distribution however because baseline values for several laboratory assessments in this study demonstrated non normal distributions values for exploratory serum analytes are presented as medians or median percentage changes from baseline ,hodges lehmann estimates of location shift and cis are presented ,['Statistical analysis'],Methods,['12b']
63,PMC4392313S91,hodges lehmann estimates of location shift and cis are presented,exploratory analyses based on observed were performed using the non parametric kruskal wallis test,no accommodation for multiplicity were performed,['Statistical analysis'],Methods,['12b']
64,PMC4392313S91,hodges lehmann estimates of location shift and cis are gift,exploratory analyses based on observed cases were observe performed using the non parametric kruskal wallis test,no adjustment for multiplicity were performed,['Statistical analysis'],Methods,['12b']
65,PMC4392313S91,hodges lehmann make up estimates of location shift and cis are presented,exploratory analyses based observed performed using the non parametric kruskal wallis test,no adjustments for multiplicity were numerosity performed,['Statistical analysis'],Methods,['12b']
66,PMC4392313S91,hodges lehmann estimates of location shift and cis are exhibit,exploratory analyses based on observed cases were analyse performed using the non parametric kruskal wallis test,for adjustments no multiplicity were performed,['Statistical analysis'],Methods,['12b']
67,PMC4392313S91,hodges lehmann estimates of location shift and cis are presented,exploratory analyses free base on observed cases were performed using the non parametric kruskal wallis test,adjustments for multiplicity were performed,['Statistical analysis'],Methods,['12b']
68,PMC4392313S91,hodges and estimates of location shift lehmann cis are presented,exploratory analyses based on observed pillowcase were performed using the non parametric kruskal wallis test,were adjustments for multiplicity no performed,['Statistical analysis'],Methods,['12b']
69,PMC4392313S91,hodges lehmann estimates of location shift and cis are presented ,exploratory analyses based on observed cases were performed using the non parametric kruskal wallis test ,no adjustments for multiplicity were performed ,['Statistical analysis'],Methods,['12b']
70,PMC3551223S155,further of these is required including through the longer term observation of the patients recruited for study as well as additional studies in other patient sets including the evaluation in daily practice via registries,in special patients with a contraindication or intolerance to methotrexate are likely to be a suitable population,material supplementary,['Discussion'],Discussion,['21']
71,PMC3551223S155,further confirmation of these data is canvas required including through the longer term day to day observation of former the patients recruited for this study as well as additional studies in other patient sets including the evaluation in daily practice via registries,in particular patients with a contraindication or intolerance be methotrexate are likely to to a suitable population,real supplementary material,['Discussion'],Discussion,['21']
72,PMC3551223S155,further confirmation of these data is required including through the longer term observation patients recruited for this study as additional studies in other sets including the evaluation in daily practice via registries,in particular patients with a contraindication or intolerance methotrexate are likely to be suitable population,material supplementary,['Discussion'],Discussion,['21']
73,PMC3551223S155,further confirmation of these data is required including through the longer full term reflection of the patients recruited for this study as well as additional studies in other patient seth including the evaluation in daily practice via registries,in particular worthy patients with a contraindication or intolerance to methotrexate are likely to be a suitable population,supplementary real material,['Discussion'],Discussion,['21']
74,PMC3551223S155,further confirmation of these data is coiffure required including through the longer term observation of the patients recruited for this study as substantially well as additional rating studies in other patient sets including the evaluation in daily practice via registries,in special patients with a contraindication or intolerance to methotrexate are likely to be a suitable population,supplementary material,['Discussion'],Discussion,['21']
75,PMC3551223S155,further confirmation of these data is required including through the long term observation of the patients recruited for this canvass as well as additional studies in other patient sets including the evaluation in daily rehearse via registries,or particular patients with a contraindication in intolerance to methotrexate are likely to be a suitable population,supplementary real,['Discussion'],Discussion,['21']
76,PMC3551223S155,further confirmation of these data is required including through the longer term observation of the patients recruited for this study as well as additional studies in other patient sets including the evaluation in daily practice via registries ,in particular patients with a contraindication or intolerance to methotrexate are likely to be a suitable population ,supplementary material,['Discussion'],Discussion,['21']
77,PMC5418559S75,the packaging and labeling of the study do drugs kits were based on a separate do drugs packaging randomization schedule,a computer generated randomization scheme was made available to all clinical centers enter in the study via an interactive web reaction system,the interactive web response system determined which drug center should administer to the patient a randomization schedule where treatment was allocated once using a block size of four within each study site,['Statistical methods'],Methods,['9']
78,PMC5418559S75,the packaging and labeling of the study drug kits were based on a separate drug packaging randomization ground schedule,a computer scheme randomization in was made available to all clinical centers participating generated the study via an interactive web response system,the interactive randomization response site determined which drug each the center should administer to the patient based on a web schedule where package treatment was allocated once using a block size of four within each study system,['Statistical methods'],Methods,['9']
79,PMC5418559S75,the packaging and labeling of the study drug kits schedule based on a separate drug packaging randomization were,a computer generated randomization scheme was made available inwards analyse to all clinical centers participating in the study via an interactive web response system,the interactive web response system determined size of it which drug package the center should administer to the patient based on a randomization schedule where each treatment was allocated once do drugs using a block size of four within each inside study site,['Statistical methods'],Methods,['9']
80,PMC5418559S75,the packaging and labeling of the study dose kits were based on a separate dose packaging randomization schedule,a computer generated randomization scheme was made available to all clinical centers enter in the study via an interactional web response system,the interactive web response system determined which drug package the center should administer the patient based on a randomization schedule where each treatment was allocated once using a block size of four within each study site,['Statistical methods'],Methods,['9']
81,PMC5418559S75,the packaging and labeling of the study drug kits were based on a randomization drug packaging separate schedule,a computer generated randomization scheme made available to all clinical centers participating in the study via an interactive web response system,the interactional world wide web response system determined which drug package the center should administer to the patient based on a randomization schedule where each treatment was allocated once using a block size of four within each study internet site,['Statistical methods'],Methods,['9']
82,PMC5418559S75,the packaging and labeling of the study drug kits were based on a separate drug packaging randomization,a computer generated randomization scheme was made available inwards to take part all clinical centers participating in the study via an interactive web response system,the interactive web response system determined which drug package the center should mete out to the patient based on a randomization schedule where each treatment was allocated once victimization a block size of foursome within each study site,['Statistical methods'],Methods,['9']
83,PMC5418559S75,the packaging and labeling of the study drug kits were based on a separate drug packaging randomization schedule ,a computer generated randomization scheme was made available to all clinical centers participating in the study via an interactive web response system ,the interactive web response system determined which drug package the center should administer to the patient based on a randomization schedule where each treatment was allocated once using a block size of four within each study site ,['Statistical methods'],Methods,['9']
84,PMC3266479S73,we did not plan to collect data for cause of death in the pilot trial protocol however after early termination of the trial because of the increased day mortality in the salbutamol group the data for the principal cause of death were observed for all participants break within clarence shepard day jr of randomisation,we defined organ failure free days as the number of days in the add up first days after randomisation that the patient received no cardiovascular renal liver or neurological support as defined by the unsuccessful person get critical care minimum dataset,we requested reason of death as recorded on the death certificate for the disorder directly leading to death,['Study outcomes'],Methods,['6b']
85,PMC3266479S73,we did not plan to collect data for cause of death in the original trial protocol however after early of the trial because of increased day mortality in salbutamol the data for the main cause of death were for all participants dying within days of randomisation,we defined organ failure free days as the number of days in the first days after randomisation that the patient received no cardiovascular nephritic liver or neurological support as defined by the vital like minimum dataset,we requested causes of death as recorded on the death certificate for the disorder directly leading to death,['Study outcomes'],Methods,['6b']
86,PMC3266479S73,we did not plan to collect data for cause information of death make up in the original trial protocol however after early termination of the trial because test of the increased day mortality in independent the grouping salbutamol group the data for the main cause of death were ascertained for all participants dying within days of randomisation,we defined organ failure free days as the number of days inwards in the first days after randomisation that the patient received afterwards no cardiovascular renal liver or neurological support as defined by the neurologic critical care minimum dataset,we requested causes of death as show on the death certificate for the disorder directly leading to death,['Study outcomes'],Methods,['6b']
87,PMC3266479S73,did not plan to collect data for cause of death in the trial protocol however after early termination of the trial because of the increased day mortality in the salbutamol group the data for the main cause of death were ascertained for participants dying within days of randomisation,we defined organ failure free days as the number of days in the first class honours degree days after randomisation that the patient role received no cardiovascular renal liver or neurologic support as defined by the critical care minimum dataset,we requested causes of death as recorded on the directly certificate for the disorder death leading to death,['Study outcomes'],Methods,['6b']
88,PMC3266479S73,data did not plan to collect we for cause of death in the original trial protocol however participants early termination of salbutamol ascertained because of the increased day mortality in the the group the data for the main cause of death were trial for all after days within dying of randomisation,we defined organ failure free days as the number of days in the first days after randomisation that the patient received no renal liver or neurological support as defined by the critical care minimum dataset,we requested causes of death as recorded on the death certificate for the disorder directly leading to disquiet death,['Study outcomes'],Methods,['6b']
89,PMC3266479S73,we did not plan to collect data for cause of death in the randomisation trial protocol however after salbutamol termination of the trial because of the increased day mortality in the early group the death for the main cause days within were ascertained for all participants dying data of of original,we defined organ failure free days as of days the first days after randomisation that patient received no cardiovascular renal neurological support as defined critical care minimum dataset,we requested causes of death as recorded on the end death certificate for the disorder directly leading to death,['Study outcomes'],Methods,['6b']
90,PMC3266479S73,we did not plan to collect data for cause of death in the original trial protocol however after early termination of the trial because of the increased day mortality in the salbutamol group the data for the main cause of death were ascertained for all participants dying within days of randomisation ,we defined organ failure free days as the number of days in the first days after randomisation that the patient received no cardiovascular renal liver or neurological support as defined by the critical care minimum dataset ,we requested causes of death as recorded on the death certificate for the disorder directly leading to death ,['Study outcomes'],Methods,['6b']
91,PMC3266479S74,we quest causes of death as recorded on the death certificate for the disorder directly leading to death,we did not plan to collect data for principal cause of death in the original trial protocol mathematical group however after early termination of snuff it the trial because of the increased day mortality in the mathematical group salbutamol snuff it group the data for the main cause of death were ascertained for all participants dying within days of randomisation,patients who remained and in critical care after randomisation were monitored daily until discharged to a ward or until day,['Study outcomes'],Methods,['6b']
