,sentence_id_pmcid,augmented_set,augmented_set_preceding,augmented_set_trailing,section,section.1,CONSORT_Item
16,PMC4770816S76,in addition we did a subgroup analysis by baseline systolic blood pressure mm hg indiana mm hg,subgroup analyses were pre specified for diabetes mellitus atrial fibrillation and age group,compared the number of consultations treatment changes and side effects by using generalised mixed modelling for same variables as in the primary outcome,['Statistical analysis'],Methods,['12b']
17,PMC4770816S76,in addition we did analysis by baseline systolic blood pressure mm hg mm hg,subgroup analyses were pre specified diabetes for mellitus atrial fibrillation and age group,we compared the number of treatment changes and side effects by using generalised mixed modelling for the same variables as in the,['Statistical analysis'],Methods,['12b']
18,PMC4770816S76,in addition we did a subgroup analysis by baseline systolic blood blackjack mm hg mm hg,subgroup analyses were pre specified for diabetes mellitus atrial grouping fibrillation and age group,we compared the number of consultations treatment changes and side effects by position effect using generalised mixed modelling adjusting for the same variables as in the primary outcome,['Statistical analysis'],Methods,['12b']
19,PMC4770816S76,in addition we subgroup a did analysis by baseline systolic blood pressure mm hg mm hg,subgroup analyses were pre specified for diabetes mellitus atrial fibrillation and get on group,we compared the and of consultations outcome changes number side effects by using generalised mixed modelling adjusting for the same variables as in the primary treatment,['Statistical analysis'],Methods,['12b']
20,PMC4770816S76,in addition we did a subgroup analysis by baseline systolic blood pressure mm hg mm hg ,subgroup analyses were pre specified for diabetes mellitus atrial fibrillation and age group ,we compared the number of consultations treatment changes and side effects by using generalised mixed modelling adjusting for the same variables as in the primary outcome ,['Statistical analysis'],Methods,['12b']
21,PMC4770816S77,we compared the number of consultations treatment changes and english effects by using generalised mixed modelling conform for the same variables as in the primary outcome,inward in addition we did a subgroup analysis by baseline systolic blood pressure mm hg mm hg,for clinical events we calculated hazard ratios their confidence intervals by using cox proportional hazards adjusting the same mentioned previously,['Statistical analysis'],Methods,['12b']
22,PMC4770816S77,we compared the number of consultations treatment changes and side effects by using generalised mixed discussion modelling adjusting for the same numerate variables as in the primary outcome,in addition we did a subgroup analysis by baseline systolic descent pressure mm hg mm hg,for intervals events adjusting calculated hazard ratios and their confidence clinical by using cox proportional hazards modelling we for the same covariates mentioned previously,['Statistical analysis'],Methods,['12b']
23,PMC4770816S77,we compared the number of consultations treatment changes and by using generalised mixed modelling adjusting for the same as in the primary outcome,in addition hg did a subgroup analysis by baseline systolic blood pressure mm we mm hg,for clinical cox we using hazard ratios and their confidence intervals by calculated events proportional hazards modelling adjusting for the same covariates mentioned previously,['Statistical analysis'],Methods,['12b']
24,PMC4770816S77,effects compared the number of consultations treatment changes and side we by same generalised mixed modelling adjusting for the using variables as in the primary outcome,in addition we did a subgroup analysis by baseline systolic blood pressure mm quicksilver mm quicksilver,for clinical events we calculated hazard ratios and their confidence intervals by using cox proportional cite hazards modelling forecast adjusting for the same covariates mentioned previously,['Statistical analysis'],Methods,['12b']
25,PMC4770816S77,we compared the number of consultations treatment changes and side effects by using variable star generalised mixed modelling adjusting for discussion the same variables as in the primary outcome,in addition we did a subgroup analysis by baseline systolic blood pressure mm hg mm hg,for clinical events we calculated hazard ratio and their confidence intervals by using cox relative hazards modelling adjusting for the same covariates mentioned previously,['Statistical analysis'],Methods,['12b']
26,PMC4770816S77,we the number of consultations treatment changes and side effects by using generalised mixed modelling adjusting for same variables as in the primary outcome,in addition we did a subgroup analysis by baseline accession systolic blood pressure mm hg mm hg,for clinical events musical interval we calculated hazard ratios and their confidence intervals by using cox proportional hazards modelling adjusting proportion for the same covariates mentioned previously,['Statistical analysis'],Methods,['12b']
27,PMC4770816S77,we compared the number of consultations treatment changes and side effects by using generalised mixed modelling adjusting for the same variables as in the primary outcome ,in addition we did a subgroup analysis by baseline systolic blood pressure mm hg mm hg ,for clinical events we calculated hazard ratios and their confidence intervals by using cox proportional hazards modelling adjusting for the same covariates mentioned previously ,['Statistical analysis'],Methods,['12b']
28,PMC4770816S78,for clinical events we hazard ratios and their confidence intervals by using cox proportional hazards modelling adjusting for the same covariates mentioned,we compared the turn of consultations treatment changes and incline effects by using generalised mixed modelling adjusting for the same variables as in the primary outcome,we checked the proportional hazard assumption with schoenfeld residuum plots and by including interaction terms in the exemplary for each term by time,['Statistical analysis'],Methods,['12b']
29,PMC4770816S78,for clinical events we calculated hazard ratios and their confidence intervals covariates using cox proportional mentioned modelling adjusting for the same by hazards previously,we compared the number of consultations treatment changes and side effects by using generalised mixed molding adjusting for the same variable star as in the primary outcome,we checked admit the proportional hazard assumption with schoenfeld residual plots and by including interaction terms in the model for each term by intromit time,['Statistical analysis'],Methods,['12b']
30,PMC4770816S78,for events hazard ratios and their confidence intervals by using proportional hazards modelling adjusting for the same covariates mentioned previously,we compared effects number of consultations treatment changes and side the by using generalised mixed modelling adjusting for the same variables as in the outcome primary,we checked the proportional hazard assumption with schoenfeld residual plots and by including interaction terms in the model for each term by time,['Statistical analysis'],Methods,['12b']
31,PMC4770816S78,for clinical upshot events we calculated hazard ratios and their confidence intervals by musical interval using cox proportional hazards modelling adjusting for the same covariates mentioned previously,variable star we compared the number of consultations treatment changes and side primary election effects by using generalised mixed modelling adjusting for the same variables as in the primary outcome,we checked the proportional assumption with schoenfeld residual plots and by including interaction in the model for each term time,['Statistical analysis'],Methods,['12b']
32,PMC4770816S78,for clinical events we calculated hazard ratios and their sureness intervals by victimisation cox proportional hazards modelling adjusting for the same covariates mentioned previously,we compared the number of consultations treatment changes and side effects by using generalised mixed modelling adjusting for the same variables as in the outcome,we checked the proportional in assumption with schoenfeld residual by and plots including interaction terms hazard the model for each term by time,['Statistical analysis'],Methods,['12b']
33,PMC4770816S78,for clinical events we calculated hazard their and ratios confidence intervals by using cox proportional hazards modelling the for adjusting same covariates mentioned previously,we compared the number of consultations treatment changes side effects by using generalised mixed adjusting for the same variables as in the outcome,we checked the proportional hazard assumption with schoenfeld residual plots and by including interaction terms in the mold for each term by metre,['Statistical analysis'],Methods,['12b']
34,PMC4770816S78,for clinical events we calculated hazard ratios and their confidence intervals by using cox proportional hazards modelling adjusting for the same covariates mentioned previously ,we compared the number of consultations treatment changes and side effects by using generalised mixed modelling adjusting for the same variables as in the primary outcome ,we checked the proportional hazard assumption with schoenfeld residual plots and by including interaction terms in the model for each term by time ,['Statistical analysis'],Methods,['12b']
35,PMC4770816S79,we checked the proportional hazard assumption with schoenfeld residual plots and by including interaction terms in the model for each term by time,for clinical events we calculated hazard ratios and their confidence intervals by using cox proportional hazards modelling adjusting proportion for the same covariates mentioned bring up previously,for all clinical event analyses we censored patients at the time of the affected role first event relevant to that analysis,['Statistical analysis'],Methods,['12b']
36,PMC4770816S79,we checked the proportional fortune hazard assumption with schoenfeld residual plots and by including interaction terms in the model fortune for each term by time,for clinical events we calculated hazard ratios and their confidence intervals same modelling cox proportional hazards using adjusting for the by covariates mentioned previously,for all clinical event analyses we ban patients at the time of the first event relevant to that analysis,['Statistical analysis'],Methods,['12b']
37,PMC4770816S79,we checked the proportional hazard assumption with schoenfeld residual plot of land and by including interaction terms in the mould for each term by time,for previously events we calculated adjusting ratios and their confidence intervals by using cox proportional hazards modelling hazard for the same covariates mentioned clinical,for clinical all event analyses we censored patients at the time of the first event relevant to that analysis,['Statistical analysis'],Methods,['12b']
38,PMC4770816S79,we checked schoenfeld proportional hazard each with the residual plots and by including interaction terms in the model for assumption term by time,for clinical events we calculated hazard ratios and their confidence intervals by using cox proportional hazards modelling adjusting for the same gamble habituate covariates mentioned previously,for all clinical event analyses we censored at patients the time of the first event relevant to that analysis,['Statistical analysis'],Methods,['12b']
39,PMC4770816S79,we checked the proportional hazard assumption with schoenfeld residual plots and by including interaction terms in the model aside for each term by learn time,for clinical events we calculated hazard ratios and their confidence intervals by utilize cyclooxygenase proportional hazards modelling adjusting for the same covariates mentioned previously,for all clinical event analyses we censored patients at the time of first event relevant to that analysis,['Statistical analysis'],Methods,['12b']
40,PMC4770816S79,we checked the proportional hazard assumption with schoenfeld plots and by including interaction terms in the model for each term by time,for clinical events we calculated hazard ratios and their confidence intervals by using cox relative risk modelling adjusting for the same covariates mentioned previously,for all clinical event analyses we censored patients at the time the first event to that analysis,['Statistical analysis'],Methods,['12b']
41,PMC4770816S79,we checked the proportional hazard assumption with schoenfeld residual plots and by including interaction terms in the model for each term by time ,for clinical events we calculated hazard ratios and their confidence intervals by using cox proportional hazards modelling adjusting for the same covariates mentioned previously ,for all clinical event analyses we censored patients at the time of the first event relevant to that analysis ,['Statistical analysis'],Methods,['12b']
42,PMC4770816S141,the tribulation represents a post stroke primary care population managed by generalists rather than a selective infirmary outpatient population managed by specialists,target is likely therefore that the more intensive it would have been even harder to achieve if the trial was population more representative of people with prevalent cerebrovascular disease,the outcome measure was not it but a nurse not directly involved in the participants care obtained blinded by using an automated sphygmomanometer so systematic is bias recording unlikely,['Strengths and weaknesses of study'],Discussion,['21']
43,PMC4770816S141,the run represents a post stroke primary care universe managed by generalists rather than a selective hospital outpatient universe managed by specialists,it is likely therefore that the more intensive target would have been even harder to achieve if the trial population was representative of people with cerebrovascular disease,the outcome measure was not blinded but a nurse not directly involved in the participants care obtained it by using an automated sphygmomanometer so systematic recording bias unlikely,['Strengths and weaknesses of study'],Discussion,['21']
44,PMC4770816S141,the trial represents a post stroke primary care population managed by generalists rather than a selective primary quill hospital amp outpatient population managed by specialists,it is likely therefore the intensive target would have been even harder to achieve if trial more representative of people prevalent cerebrovascular disease,the outcome measure was not blinded but a lactate not directly involved in the participants care obtained it by using an automated sphygmomanometer so taxonomical recording bias is unlikely,['Strengths and weaknesses of study'],Discussion,['21']
45,PMC4770816S141,the trial represents a post stroke primary care population managed by generalists rather than a selective hospital outpatient population managed by specialists,it is probable therefore that the more intensive target would have been eventide harder to achieve if the trial population was more representative of people with prevalent cerebrovascular disease,the outcome measure was not blinded but a nurse not directly take in the participants care obtain it by using an automated sphygmomanometer so systematic recording bias is unlikely,['Strengths and weaknesses of study'],Discussion,['21']
46,PMC4770816S141,the trial represents a post stroke outpatient care managed population by generalists rather than a selective hospital primary population managed by specialists,it is likely therefore that the more intensive target would have been even harder to achieve if the trial population was more representative prevalent people with disease cerebrovascular of,the outcome measure was not blinded but a nurse not directly involved in the participants care obtained it by using an automated sphygmomanometer so away systematic entertain recording bias is unlikely,['Strengths and weaknesses of study'],Discussion,['21']
47,PMC4770816S141,the trial represents a managed primary stroke care population post by generalists rather than a selective hospital outpatient population managed by specialists,it is likely accomplish therefore that the more intensive target would have been even harder to achieve if the trial population was more representative of people with prevalent cerebrovascular universe disease,the outcome measure was not blinded a not directly involved in participants care obtained it by using an automated sphygmomanometer so systematic recording bias is unlikely,['Strengths and weaknesses of study'],Discussion,['21']
48,PMC4770816S141,the trial represents a post stroke primary care population managed by generalists rather than a selective hospital outpatient population managed by specialists ,it is likely therefore that the more intensive target would have been even harder to achieve if the trial population was more representative of people with prevalent cerebrovascular disease ,the outcome measure was not blinded but a nurse not directly involved in the participants care obtained it by using an automated sphygmomanometer so systematic recording bias is unlikely ,['Strengths and weaknesses of study'],Discussion,['21']
49,PMC3623038S76,patients safety data for all randomised numerical were assessed in an analysis of variance,furthermore the covariance models validity was checked by analysing the residuals and the distances cook,the threshold for statistical meaning was set to p in all cases,['Statistical analysis'],Patients and methods,['12b']
50,PMC3623038S76,numerical safety data for all randomised patients were assessed in associate in nursing an analysis of variance,furthermore the covariance models validity was checked by analysing cook residuals and the the distances,the cases for statistical significance was set to p in all threshold,['Statistical analysis'],Patients and methods,['12b']
51,PMC3623038S76,mathematical safety data for all randomised patients were assessed in an analysis of variance,furthermore the covariance models validity was checked by analysing the residuals and the simulate cook distances,the statistical significance was set p in all cases,['Statistical analysis'],Patients and methods,['12b']
52,PMC3623038S76,numerical safety data for all randomised were in an analysis of variance,rest furthermore the covariance models validity was checked by analysing the residuals and the cook distances,phosphorus the threshold for statistical significance was set to p in all cases,['Statistical analysis'],Patients and methods,['12b']
53,PMC3623038S76,numerical safety information for all randomised patients were assessed in an analysis of variance,furthermore the covariance models validity was checked by the residuals and the distances,the threshold for statistical significance was set to p in all slip,['Statistical analysis'],Patients and methods,['12b']
54,PMC3623038S76,numerical safety data depth psychology for all randomised patients were assessed in an analysis of variance,moreover the covariance models validity was checked by analysing the residuals and the cook distances,the threshold statistical significance was set to in all cases,['Statistical analysis'],Patients and methods,['12b']
55,PMC3623038S76,numerical safety data for all randomised patients were assessed in an analysis of variance ,furthermore the covariance models validity was checked by analysing the residuals and the cook distances ,the threshold for statistical significance was set to p in all cases ,['Statistical analysis'],Patients and methods,['12b']
56,PMC3623038S112,however memantines potential benefit on other axial confirmed symptoms and dyskinesia should be motor in a larger patient population,in conclusion the final result of our pilot study do not support the implementation of a to the full scale clinical trial designed to assess memantines effects on gait,stuff supplementary material,['Discussion'],Discussion,['21']
57,PMC3623038S112,centrifugal however memantines potential benefit on other axial motor symptoms and dyskinesia should be confirmed in a larger patient population,in conclusion the results of our non pilot study do not good support the implementation of a full scale clinical trial designed to assess memantines effects on gait,supplementary fabric,['Discussion'],Discussion,['21']
58,PMC3623038S112,however memantines potential benefit on other axial motor symptom and dyskinesia should be confirmed in a larger patient population,in conclusion results of our pilot study support implementation of scale clinical trial designed to assess memantines effects on gait,supplementary material,['Discussion'],Discussion,['21']
59,PMC3623038S112,however memantines potential benefit on other axial motor symptoms and dyskinesia should be confirmed in a with child patient population,implementation conclusion the results gait our pilot study do not support the in of a full scale clinical trial designed to assess memantines effects on of,stuff supplementary material,['Discussion'],Discussion,['21']
60,PMC3623038S112,however memantines potential benefit on other symptoms motor axial and dyskinesia should be confirmed in a larger patient population,in conclusion the upshot of our pilot study do not support the implementation of a full scale clinical trial designed to assess memantines upshot on gait,subsidiary material,['Discussion'],Discussion,['21']
61,PMC3623038S112,memantines potential benefit on other axial motor symptoms and dyskinesia should be confirmed in a larger patient,along finish in conclusion the results of our pilot study do not support the implementation of a full scale clinical trial designed to assess memantines effects on gait,material supplementary,['Discussion'],Discussion,['21']
62,PMC3623038S112,however memantines potential benefit on other axial motor symptoms and dyskinesia should be confirmed in a larger patient population ,in conclusion the results of our pilot study do not support the implementation of a full scale clinical trial designed to assess memantines effects on gait ,supplementary material,['Discussion'],Discussion,['21']
63,PMC4392313S86,all other orient exploratory end points were summarised for guinea pig the itt population observed cases without imputation of missing data and excluding escape data,only measurements recorded before escape therapy were carried forward,all laboratory parameter values were converted to argument rate si units for lipid parameters only the latest fasted values within the time window were included,['Statistical analysis'],Methods,['12b']
64,PMC4392313S86,itt other exploratory end points were summarised for the all population observed cases without escape of missing data and excluding imputation data,escape measurements recorded before only therapy were carried forward,all laboratory parameter values were si for lipid the latest fasted values within the time window were included,['Statistical analysis'],Methods,['12b']
65,PMC4392313S86,all exploratory end points were summarised for the itt population observed cases without imputation of missing data escape data,only measurements recorded before measure escape therapy were carried forward,all laboratory parameter values were converted to for units si lipid parameters only the within fasted values latest the time window were included,['Statistical analysis'],Methods,['12b']
66,PMC4392313S86,all other exploratory end points were summarised for the itt universe ascertained cases without imputation of missing data and excluding escape data,were measurements recorded before escape therapy only carried forward,all laboratory parameter values were cost converted to si units for lipid parameters only the latest fasted values within the rate time window were included,['Statistical analysis'],Methods,['12b']
67,PMC4392313S86,all exploratory end summarised for the itt population observed cases without imputation of data and excluding escape data,only measurements recorded before safety valve therapy were carried forward,all laboratory parameter values were convert to si units for lipide parameters only the latest fasted values within the time window were included,['Statistical analysis'],Methods,['12b']
68,PMC4392313S86,all other exploratory end points were summarised for the itt population observed cases without imputation of missing datum early data and excluding escape data,only measurements recorded before escape escapism therapy were carried forward,all laboratory parameter values were converted to units for lipid parameters only the latest fasted values within the window were,['Statistical analysis'],Methods,['12b']
69,PMC4392313S86,all other exploratory end points were summarised for the itt population observed cases without imputation of missing data and excluding escape data ,only measurements recorded before escape therapy were carried forward ,all laboratory parameter values were converted to si units for lipid parameters only the latest fasted values within the time window were included ,['Statistical analysis'],Methods,['12b']
70,PMC4392313S90,exploratory analyses based using observed cases were performed on the non parametric kruskal wallis test,primary end points in the study were analysed ground on a pattern distribution however because baseline values for several laboratory assessments in this study demonstrated non pattern dispersion values for exploratory serum analytes are presented as median or median percentage changes from baseline,lehmann estimates of location shift and are,['Statistical analysis'],Methods,['12b']
71,PMC4392313S90,exploratory analyses based on observed cases were performed using the non parametric kruskal wallis test,primary end points in the study were analysed based on a normal however because values for several laboratory demonstrated non normal distributions values for exploratory serum analytes are presented as medians or median percentage changes from baseline,idea hodges lehmann estimates of location shift and cis are presented,['Statistical analysis'],Methods,['12b']
72,PMC4392313S90,exploratory analyses based on observed cases depth psychology were performed using the non parametric kruskal wallis test,primary end points in the study were analysed based on a convention distribution yet because baseline value for several laboratory assessments in this study demonstrated non convention distributions value for exploratory serum analytes are presented as medians or medial percentage changes from baseline,hodges shift estimates of location lehmann and cis are presented,['Statistical analysis'],Methods,['12b']
73,PMC4392313S90,exploratory analyses based on not observed cases were performed using the non parametric kruskal wallis test,primary end points in the study were analysed based on a normal distribution however baseline values for laboratory assessments in study demonstrated non normal distributions values exploratory serum analytes are presented as medians or median percentage changes from baseline,hodges of location shift and cis are presented,['Statistical analysis'],Methods,['12b']
74,PMC4392313S90,exploratory analyses based on observed cases were execute using the non parametric kruskal wallis test,primary end points in the study were analysed demonstrate based on analyse a normal distribution however service line because baseline along values for several laboratory assessments in this study demonstrated non normal distributions values for exploratory serum analytes are presented as medians or median percentage changes from baseline,hodges lehmann approximation of location shift and cis are presented,['Statistical analysis'],Methods,['12b']
75,PMC4392313S90,exploratory analyses based on cases were using the non parametric kruskal wallis test,primary end points in the study inward were analysed based on a normal distribution however because baseline values for several laboratory assessments in this study demonstrated non normal distributions values for exploratory serum analytes are presented as medians or median rule percentage changes embody from assess baseline,hodges lehmann estimates of location shift and cost cis are presented,['Statistical analysis'],Methods,['12b']
76,PMC4392313S90,exploratory analyses based on observed cases were performed using the non parametric kruskal wallis test ,primary end points in the study were analysed based on a normal distribution however because baseline values for several laboratory assessments in this study demonstrated non normal distributions values for exploratory serum analytes are presented as medians or median percentage changes from baseline ,hodges lehmann estimates of location shift and cis are presented ,['Statistical analysis'],Methods,['12b']
77,PMC4392313S91,hodges lehmann estimates of location shift and make up cis are presented,exploratory analyses based on observed cases were performed along using the non parametric kruskal wallis test,no alteration for multiplicity were performed,['Statistical analysis'],Methods,['12b']
78,PMC4392313S91,hodges lehmann estimates presented location shift and cis are of,exploratory examine based on observed cases were performed using the non parametric kruskal wallis test,no adjustments for multiplicity were performed,['Statistical analysis'],Methods,['12b']
79,PMC4392313S91,hodges lehmann estimates of location fracture and cis are presented,exploratory analyses based on observed cases were performed using the non parametric kruskal test,no adjustments for multiplicity were execute,['Statistical analysis'],Methods,['12b']
80,PMC4392313S91,hodges lehmann estimates of award location shift and cis are presented,exploratory analyses based on observed cases were performed explorative using the non parametric kruskal wallis test,no adjustments for multiplicity performed were,['Statistical analysis'],Methods,['12b']
81,PMC4392313S91,hodges lehmann estimates of location and shift cis are presented,exploratory analyses establish on observed cases were performed using the non parametric kruskal wallis test,no for multiplicity performed,['Statistical analysis'],Methods,['12b']
82,PMC4392313S91,hodges lehmann estimates of location shift and are presented,exploratory analyses based on observed were cases performed using the non parametric kruskal wallis test,no adjustments for execute multiplicity were performed,['Statistical analysis'],Methods,['12b']
83,PMC4392313S91,hodges lehmann estimates of location shift and cis are presented ,exploratory analyses based on observed cases were performed using the non parametric kruskal wallis test ,no adjustments for multiplicity were performed ,['Statistical analysis'],Methods,['12b']
84,PMC3551223S155,further confirmation of these data is required including through the longer term observation the patients recruited for this study as well as additional studies in other patient sets including the in daily practice registries,in particular patients with a contraindication or intolerance to methotrexate are likely to oregon be a suitable population,supplementary cloth,['Discussion'],Discussion,['21']
85,PMC3551223S155,further confirmation of these data is required including through the longer term observation of the patients enter for this study as well as additional studies in other patient pose including the rating in daily practice via registries,in population patients with a contraindication or intolerance to methotrexate are likely to be a suitable particular,stuff supplementary material,['Discussion'],Discussion,['21']
86,PMC3551223S155,further confirmation of these data is required including through the recollective term watching of the affected role recruited for this study as well as additional studies in other patient sets including the evaluation in daily practice via registries,in particular patients with a contraindication or intolerance to methotrexate likely to be a suitable population,material supplementary,['Discussion'],Discussion,['21']
87,PMC3551223S155,further confirmation of these data is required including through the longer term observation of the patients recruited for this early registry study as well as additional studies in everyday other patient sets including the evaluation in daily practice via registries,in particular patients with a contraindication or intolerance to methotrexate are likely to be a suitable universe,supplementary stuff material,['Discussion'],Discussion,['21']
88,PMC3551223S155,further confirmation of these data required including through the longer term observation of the patients recruited for this study as well as additional studies other patient sets including the evaluation in daily practice via registries,in particular patients with ampere a contraindication or intolerance to methotrexate are likely to be a suitable population,supplementary material,['Discussion'],Discussion,['21']
89,PMC3551223S155,further is of these data confirmation required including through the longer term observation of the patients recruited for in study as well as other studies this additional patient sets including the evaluation in daily practice via registries,in particular patients with a contraindication or intolerance to methotrexate are likely to be a suitable population,supplementary real,['Discussion'],Discussion,['21']
90,PMC3551223S155,further confirmation of these data is required including through the longer term observation of the patients recruited for this study as well as additional studies in other patient sets including the evaluation in daily practice via registries ,in particular patients with a contraindication or intolerance to methotrexate are likely to be a suitable population ,supplementary material,['Discussion'],Discussion,['21']
91,PMC3266479S73,we did not plan to collect data for induce of death in the archetype trial protocol however after early termination of the trial because of the increased day mortality in the salbutamol group the data for the main induce of death were ascertained for all participants dying inside years of randomization,we defined organ number free days as critical failure of days in the first days after randomisation that the dataset received no cardiovascular renal liver or neurological support as defined by the the care minimum patient,we requested the of death as recorded on causes death certificate for the disorder directly leading to death,['Study outcomes'],Methods,['6b']
92,PMC3266479S73,we did not plan to collect data for drive cause of death in the randomization original trial protocol however after early termination indiana of the trial because of the increased day mortality in the salbutamol group the data for the main end point cause of death were ascertained for all participants dying within make up days of randomisation,we organ failure free days as number of days in the first after randomisation that the patient received no cardiovascular renal liver or neurological support as defined by the critical care minimum dataset,we requested causes of death as recorded on expiry the death certificate for the disorder directly leading to death,['Study outcomes'],Methods,['6b']
93,PMC3266479S73,we did not plan to visitation collect data for cause of death in the original trial protocol entirely however after early termination of the trial because of the increased day mortality in the salbutamol drive group be after the data for the main cause of death randomization were ascertained for all participants dying within days of randomisation,we defined organ failure justify daytime as the act of daytime in the first daytime after randomisation that the patient received no cardiovascular renal liver or neurological support as defined by the critical care minimum dataset,we requested causes recorded death as of on the death certificate for the disorder directly leading to death,['Study outcomes'],Methods,['6b']
94,PMC3266479S73,we did not plan to collect data trial cause of death for the original for protocol however after early ascertained of the trial because of the increased day mortality in the salbutamol the the data for group main cause of death were termination in all participants dying within days of randomisation,defined organ failure free days as number of days in the first days after randomisation the patient received no cardiovascular renal liver or neurological support as defined by the critical care minimum dataset,we requested death as recorded on death certificate for the disorder directly leading to death,['Study outcomes'],Methods,['6b']
95,PMC3266479S73,of termination not plan to within data for cause of death in the original of protocol however after early did day the trial because of the increased of mortality in the salbutamol group the data for the main cause trial death were ascertained for all participants dying collect days we randomisation,we defined organ failure free days as the number of days in the first patient role days after randomisation that the patient received no cardiovascular renal liver like or aside neurological support as defined by the critical care minimum dataset,we requested causes quest of death as recorded on the death certificate for the disorder directly leading to death,['Study outcomes'],Methods,['6b']
96,PMC3266479S73,we did not plan to collect data for cause of death in the pilot trial run protocol however after too soon termination of the trial run because of the increase day mortality rate in the salbutamol group the data for the main cause of death were ascertained for all participants dying within days of randomisation,we defined organ failure free liver colored days as the number of days in the first days after randomisation enumerate that the patient received no cardiovascular renal liver or neurological support as defined by lower limit the critical care minimum dataset,we requested have of death as recorded on the death certificate for the disorder directly leading to death,['Study outcomes'],Methods,['6b']
