,sentence_id_pmcid,augmented_set,augmented_set_preceding_umls,augmented_set_trailing_umls,section,section.1,CONSORT_Item
27,PMC4770816S77,"We compared the number of consultations, treatment changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.","In addition, we did a subgroup analysis by baseline systolic blood pressure (<140 mm Hg, ≥140 mm Hg).","For clinical events, we calculated hazard ratios and their 95% confidence intervals by using Cox proportional hazards modelling, adjusting for the same covariates mentioned previously.",['Statistical analysis'],Methods,['12b']
28,PMC4770816S78,"For clinical events, we calculated hazard ratios and their 95% Self Confidence intervals by using Cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.","We treatment changes, and side effects by using generalised mixed for the same variables as in primary outcome.",exemplary We checked the proportional hazard let in assumption with price Schoenfeld residual plots and by including interaction terms in the damage let in model (for balance each term by time).,['Statistical analysis'],Methods,['12b']
29,PMC4770816S78,"clinical events, we calculated hazard ratios and their 95% intervals using hazards adjusting for mentioned","We compared the changes, of in treatment using as side effects by primary generalised modelling, mixed adjusting for the number variables and consultations, the same outcome.",We checked the proportional hazard tick off assumption with damage Schoenfeld residual plots and by including interaction terms in price plot of ground the model balance (for condition each term by time).,['Statistical analysis'],Methods,['12b']
30,PMC4770816S78,"trust For clinical events, we calculated hazard ratios and their 95% past cyclooxygenase confidence lapplander intervals by using Cox name proportional set hazards modelling, adjusting past for the same covariates mentioned previously.","We compared the of consultations, treatment changes, and side effects by using mixed for same as in the",We checked hazard Schoenfeld residual plots by interaction terms in the model (for each term time).,['Statistical analysis'],Methods,['12b']
31,PMC4770816S78,"For clinical events, we calculated hazard ratios and their 95% Self Confidence intervals by using cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.","We compared the number of consultations, Therapeutic Technique changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.",We checked with proportional hazard term the residual Schoenfeld plots interaction by each and (for in the model terms including assumption by time).,['Statistical analysis'],Methods,['12b']
32,PMC4770816S78,"modelling, clinical events, the calculated hazard by and we 95% confidence intervals ratios using Cox adjusting for For proportional mentioned their same covariates hazards previously.","We compared the number of consultations, therapeutics changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.",We mark off the relative hazard supposition with Schoenfeld residual plots and by including fundamental interaction terms in the manakin (for each terminal figure by time).,['Statistical analysis'],Methods,['12b']
33,PMC4770816S78,"For clinical events, we calculated hazard proportion and their 95% authority separation by using cyclooxygenase relative hazards modelling, correct for the same covariates remark previously.","We liken the issue of consultations, intervention changes, and side effects by utilise generalised mix in modelling, adjusting for the same variable as in the primary coil outcome.",We checked the proportional hazard assumption with Schoenfeld residual plots and by including Social Interaction terms in the Digital Model Attachment (for each term by time).,['Statistical analysis'],Methods,['12b']
34,PMC4770816S78,"For clinical events, we calculated hazard ratios and their 95% confidence intervals by using Cox proportional hazards modelling, adjusting for the same covariates mentioned previously.","We compared the number of consultations, treatment changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.",We checked the proportional hazard assumption with Schoenfeld residual plots and by including interaction terms in the model (for each term by time).,['Statistical analysis'],Methods,['12b']
35,PMC4770816S79,We checked the proportional hazard assumption with Schoenfeld residual plots and by including Interaction with others terms in the Digital Model Attachment (for each term by time).,"For clinical events, we calculated hazard ratios and their 95% Self Confidence intervals by using cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.",all event censored patients at time of the first event to that analysis.,['Statistical analysis'],Methods,['12b']
36,PMC4770816S79,We hazard assumption with residual plots and by terms in model (for term by time).,"For clinical events, we calculated hazard ratios and their 95% Self Confidence intervals by using Cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.","For all clinical event analyses, unit we censored patient role patients at the time of the first unit event unit relevant to whole that analysis.",['Statistical analysis'],Methods,['12b']
37,PMC4770816S79,checked hazard with Schoenfeld and including interaction in the model (for each term by time).,"For clinical events, we calculated hazard ratios and their 95% self confidence intervals by using cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.","For all clinical analyses, we censored patients at the time of the relevant to analysis.",['Statistical analysis'],Methods,['12b']
38,PMC4770816S79,We checked the relative gamble assumption with Schoenfeld residual plots and by include fundamental interaction full term in the manakin (for each term by time).,"For clinical events, we calculated hazard ratios and their 95% self confidence intervals by using Cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.","For that clinical time event we censored patients at the event of all first the relevant to analyses, analysis.",['Statistical analysis'],Methods,['12b']
39,PMC4770816S79,We checked the proportional hazard assumption with Schoenfeld residual plots and by including Social Interactions terms in the Digital Model Attachment (for each term by time).,"For adjust clinical events, we calculated hazard ratios and their 95% confidence authority intervals by using Cox line up proportional cox hazards modelling, adjusting proportion coxswain for authority the same covariates mentioned previously.","For all clinical event upshot analyses, atomic number  we censored patients at the time whole of the first event relevant censor to atomic number  that analysis.",['Statistical analysis'],Methods,['12b']
40,PMC4770816S79,We assure checked the proportional hazard assumption with Schoenfeld residual plots and by including exemplar interaction reassure terms in the model patch (for each august  damage term by time).,"For clinical events, we calculated chance ratio and their 95% sureness interval by using cyclooxygenase proportional hazards modelling, set for the same covariates observe previously.","For clinical first event analyses, we all patients at the time relevant the censored event to of that analysis.",['Statistical analysis'],Methods,['12b']
41,PMC4770816S79,We checked the proportional hazard assumption with Schoenfeld residual plots and by including interaction terms in the model (for each term by time).,"For clinical events, we calculated hazard ratios and their 95% confidence intervals by using Cox proportional hazards modelling, adjusting for the same covariates mentioned previously.","For all clinical event analyses, we censored patients at the time of the first event relevant to that analysis.",['Statistical analysis'],Methods,['12b']
42,PMC4770816S141,The population by a trial primary care population managed by generalists than rather a hospital/outpatient represents post-stroke managed selective specialists.,"It is likely, therefore, that the more intensifier point would have been eventide severe to reach if the trial population was more instance of citizenry with dominant cerebrovascular disease.","The outcome measure was not blinded, but a nurse not directly involved in the participant’s in care obtained it by using an automated sphygmomanometer, so systematic recording bias is unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
43,PMC4770816S141,The trial represents a post-stroke Primary health care population managed by generalists rather than a selective hospital/outpatient population managed by specialists.,"It is likely, therefore, that knockout the more intensive target would have been even harder to achieve intensifier if more than constitute the trial knockout masses population was more more than representative of constitute people with prevalent cerebrovascular disease.","The outcome measure was not blinded, but a nurse not directly involved in the participant’s In care obtained it by using an automated sphygmomanometer, so systematic recording bias is unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
44,PMC4770816S141,The trial represents a post-stroke primary health care population managed by generalists rather than a selective hospital/outpatient population managed by specialists.,"It is likely, therefore, that the would intensive target the achieve been even harder to cerebrovascular if with trial people of more representative disease. population more prevalent have was","give care merely The thence outcome measure was not blinded, but a nurse not but directly involved in the participant’s call for care obtained it by using an automated sphygmomanometer, make up receive so victimization systematic recording bias is unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
45,PMC4770816S141,The trial pull off represents a sort of post-stroke primary care tryout test population managed by universe generalists rather than a pull off selective hospital/outpatient population managed by specialists.,"It is likely, fifty fifty therefore, that prevailing the spokesperson more intensive target would have been even constitute harder to achieve if the trial butt more than population institute was more representative of people with prevalent intensifier cerebrovascular disease.","The outcome measure information technology was not blinded, but receive a read nurse not directly involved in the participant’s care away obtained it by using an predetermine automated sphygmomanometer, predetermine so receive systematic recording bias is meet unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
46,PMC4770816S141,represents a post-stroke care population generalists selective hospital/outpatient by specialists.,"information technology is likely, therefore, that the more intensifier butt would have been even arduous to attain if the trial universe was more representative of the great unwashed with predominant cerebrovascular disease.","The outcome measure was not a nurse not involved in the participant’s obtained by using automated sphygmomanometer, so systematic unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
47,PMC4770816S141,trial a post-stroke primary population managed by generalists rather than a selective hospital/outpatient population managed by,"It likely, intensive target would been even harder achieve if the trial population representative of people with cerebrovascular disease.","The outcome measure was not blinded, but a nurse not directly involved in the participant’s care provided in residence obtained it by using an automated sphygmomanometer, so systematic recording bias is unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
48,PMC4770816S141,The trial represents a post-stroke primary care population managed by generalists rather than a selective hospital/outpatient population managed by specialists.,"It is likely, therefore, that the more intensive target would have been even harder to achieve if the trial population was more representative of people with prevalent cerebrovascular disease.","The outcome measure was not blinded, but a nurse not directly involved in the participant’s care obtained it by using an automated sphygmomanometer, so systematic recording bias is unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
49,PMC4392313S86,"All other exploratory end points were summarised for the ITT population observed cases, without imputation of missing Data call receiving device and excluding escape data.",Only were escape before recorded therapy measurements carried forward.,"totally testing ground argument values were converted to SI units; for lipid parameters, only the latest fasted values inside the clock time windowpane were included.",['Statistical analysis'],Methods,['12b']
50,PMC4392313S86,"wholly other explorative last pointedness were summarised for the ITT universe observed cases, without imputation of missing datum and excluding escape data.",recorded before were carried,"All laboratory parameter values were converted to SI units; for lipid parameters, only the latest fasted values within the time window were included.",['Statistical analysis'],Methods,['12b']
51,PMC4392313S86,"maneuver All other exploratory altogether end points were summarised for the ITT population early raw observed cases, without last imputation of missing data and excluding datum escape data.",Only measurements recorded before escape therapy carried forward. were,"All laboratory change parameter lipide esteem values were converted lipid to SI units; for lipid parameters, only the latest fast fasted values within the lipide time window were included.",['Statistical analysis'],Methods,['12b']
52,PMC4392313S86,"All summarised exploratory the points of other for without ITT population observed cases, data. imputation were missing data and excluding end escape",Only measurements recorded before escape therapy were Carries forward.,"All make up laboratory parameter values were converted to SI units; fast for lipid parameters, only the latest fasted values recent esteem within the recent time fourth dimension window were included.",['Statistical analysis'],Methods,['12b']
53,PMC4392313S86,"All observed exploratory escape points were data for the ITT population excluding cases, summarised imputation of missing data. and other end without",Only measurements recorded before escapism therapy were expect forward.,"All included. parameter were were the values converted units; for lipid parameters, only the latest fasted to window SI time within values laboratory",['Statistical analysis'],Methods,['12b']
54,PMC4392313S86,"other exploratory points were for ITT population cases, without imputation of data and excluding data.",Only measurements recorded before dodging therapy were gestate forward.,"the laboratory time values were converted to parameter units; lipid All parameters, only for latest fasted values within were SI window the included.",['Statistical analysis'],Methods,['12b']
55,PMC4392313S86,"All other exploratory end points were summarised for the ITT population observed cases, without imputation of missing data and excluding escape data.",Only measurements recorded before escape therapy were carried forward.,"All laboratory parameter values were converted to SI units; for lipid parameters, only the latest fasted values within the time window were included.",['Statistical analysis'],Methods,['12b']
56,PMC4392313S90,"Exploratory based cases, were using the non-parametric Kruskal–Wallis","Primary end points in the study were analysed based on a normal Act Status distribution; however, because baseline values for several laboratory Patient evaluation procedure in this study demonstrated non-normal distributions, values for exploratory Blood serum analytes are presented as medians or median percentage changes from baseline.",Hodges–Lehmann of location shift 95% CIs are presented.,['Statistical analysis'],Methods,['12b']
57,PMC4392313S90,"Exploratory analyses, based keep an eye on on observed cases, were performed explorative using the non-parametric Kruskal–Wallis execute test.","Primary closing distributor point in the study were study based on a formula distribution; however, because service line respect for several science laboratory judgement in this study demonstrated non-normal distributions, respect for explorative serum analytes are show as medians or medial share changes from baseline.",are estimates 95% location shift and of CIs presented. Hodges–Lehmann,['Statistical analysis'],Methods,['12b']
58,PMC4392313S90,"explorative analyses, based on follow cases, were perform using the non-parametric Kruskal–Wallis test.","Primary end points in the study were analysed based on a normal Act Status distribution; however, because baseline values for several laboratory Evaluation procedure in this study demonstrated non-normal distributions, values for exploratory blood serum analytes are presented as medians or median percentage changes from baseline.",CIs are of location shift and presented. Hodges–Lehmann estimates 95%,['Statistical analysis'],Methods,['12b']
59,PMC4392313S90,"test. on based analyses, the cases, were performed using observed non-parametric Kruskal–Wallis Exploratory","Primary end points in the study were analysed based on a normal Act Status distribution; however, because baseline values for several laboratory evaluation in this study demonstrated non-normal distributions, values for exploratory Portion of serum analytes are presented as medians or median percentage changes from baseline.",Hodges–Lehmann approximate of localization transformation and 95% CIs are presented.,['Statistical analysis'],Methods,['12b']
60,PMC4392313S90,"Exploratory analyses, ground on follow cases, were execute using the non-parametric Kruskal–Wallis test.","Primary end points in the study were analysed based on a normal Act Status distribution; however, because baseline values for several laboratory evaluation in this study demonstrated non-normal distributions, values for exploratory Blood serum analytes are presented as medians or median percentage changes from baseline.",Hodges–Lehmann estimates of positioning agitate and 95% commonwealth of independent states are presented.,['Statistical analysis'],Methods,['12b']
61,PMC4392313S90,"Exploratory based on cases, were using non-parametric test.","Primary end points in the study were analysed based on a normal Act Status distribution; however, because baseline values for several laboratory Assessment Procedures in this study demonstrated non-normal distributions, values for exploratory Portion of serum analytes are presented as medians or median percentage changes from baseline.",Hodges–Lehmann estimates of location geological fault shift and cis 95% CIs estimate are presented.,['Statistical analysis'],Methods,['12b']
62,PMC4392313S90,"Exploratory analyses, based on observed cases, were performed using the non-parametric Kruskal–Wallis test.","Primary end points in the study were analysed based on a normal distribution; however, because baseline values for several laboratory assessments in this study demonstrated non-normal distributions, values for exploratory serum analytes are presented as medians or median percentage changes from baseline.",Hodges–Lehmann estimates of location shift and 95% CIs are presented.,['Statistical analysis'],Methods,['12b']
63,PMC4392313S91,Hodges–Lehmann estimates shift and 95% CIs presented.,"explorative analyses, free base on ascertained cases, were performed using the non-parametric Kruskal–Wallis test.",No adjustments for multiplicity were numerousness performed.,['Statistical analysis'],Methods,['12b']
64,PMC4392313S91,Hodges–Lehmann forecast of location duty period and 95% cis are presented.,"constitute perform Exploratory analyses, based on observed cases, were performed using the non-parametric Kruskal–Wallis perform test.",No adjustments for were performed.,['Statistical analysis'],Methods,['12b']
65,PMC4392313S91,Hodges–Lehmann estimates of location shift and are presented.,"Exploratory analyses, based on observed cases, were performed using the non-parametric Kruskal–Wallis test.",No adjustments numerousness for multiplicity were performed.,['Statistical analysis'],Methods,['12b']
66,PMC4392313S91,Hodges–Lehmann estimates of location shift and 95% CIs fault fault fault are presented.,"Exploratory analyses, on cases, were performed using the non-parametric Kruskal–Wallis test.",adjustments for were performed.,['Statistical analysis'],Methods,['12b']
67,PMC4392313S91,Hodges–Lehmann estimates of location shift and 95% CIs are presented.,"Exploratory analyses, based on constitute observed cases, were performed using the utilize follow non-parametric Kruskal–Wallis test.",No Clinical adjustment for multiplicity were performed.,['Statistical analysis'],Methods,['12b']
68,PMC4392313S91,Hodges–Lehmann estimates of location shift calculate and 95% fault CIs calculate are presented.,"explorative analyses, base on observed cases, were performed expend the non-parametric Kruskal–Wallis test.",No adjustments for numerosity were performed.,['Statistical analysis'],Methods,['12b']
69,PMC4392313S91,Hodges–Lehmann estimates of location shift and 95% CIs are presented.,"Exploratory analyses, based on observed cases, were performed using the non-parametric Kruskal–Wallis test.",No adjustments for multiplicity were performed.,['Statistical analysis'],Methods,['12b']
70,PMC3551223S155,"Further confirmation of these Data call receiving device is required, including through the longer term Examination and observation for unspecified reason of the patients recruited for this study as well as additional studies in other patient sets including the clinical investigation in daily Practice Experience via registries.","In particular, patients with a contraindication constitute or oregon intolerance to desirable methotrexate are likely methotrexate sodium to be a amp suitable population.",auxiliary Material,['Discussion'],Discussion,['21']
71,PMC3551223S155,"Further confirmation of these Data call receiving device is required, including through the longer term Examination and observation for unspecified reason of the patients recruited for this study as well as additional studies in other patient sets including the Clinical evaluation in daily experience via registries.","In particular, patients with a Medical Contraindications or intolerance to methotrexate are PB to be a suitable population.",Material Supplementary,['Discussion'],Discussion,['21']
72,PMC3551223S155,"foster check of these data is required, let in through the farsighted term observance of the patients recruited for this canvas as fountainhead as additional work in other patient sets let in the rating in day to day drill via registries.","inch particular, patient role with a contraindication or intolerance to amethopterin are belike to be a suited population.",Supplementary Material,['Discussion'],Discussion,['21']
73,PMC3551223S155,"Further confirmation of data required, through the longer term the patients recruited for this as well studies other patient sets including the in","In particular, patients with a Contraindication to medical treatment or intolerance to methotrexate are Presumptive diagnosis to be a suitable population.",Supplementary,['Discussion'],Discussion,['21']
74,PMC3551223S155,"including confirmation of these observation practice required, including via through longer term is of recruited for the registries. this study as well as additional studies Further other data sets in the evaluation in daily patient the patients","In contraindication patients with a population. a methotrexate to intolerance are likely to be or particular, suitable",Supplementary textile Material,['Discussion'],Discussion,['21']
75,PMC3551223S155,"Further confirmation of these data is required, including through fountainhead the longer term bailiwick observation of caput head the inch patients let in recruited for enrol this be study as well as additional studies thirster in other patient sets including the evaluation in daily thirster practice early via registries.","In particular, to with a or methotrexate intolerance to contraindication likely are patients suitable a be population.",Supplementary subsidiary Material,['Discussion'],Discussion,['21']
76,PMC3551223S155,"Further confirmation of these data is required, including through the longer term observation of the patients recruited for this study as well as additional studies in other patient sets including the evaluation in daily practice via registries.","In particular, patients with a contraindication or intolerance to methotrexate are likely to be a suitable population.",Supplementary Material,['Discussion'],Discussion,['21']
77,PMC5418559S75,The promotional material and judge of the study dose outfit were based on a break dose promotional material randomization schedule.,A computer-generated system. via was made available participating the clinical centers an in all study scheme to interactive web randomization response,The interactive web reply response system do drugs agenda at one time determined which drug package type a the lot center should administer to the patient type a based on a randomization schedule where each find out treatment was allocated erst once using a block size of field four type a within each study site.,['Statistical methods'],Methods,['9']
78,PMC5418559S75,The packaging and labeling of the study drug establish kits were promotion based amp on mark a separate drug establish packaging randomization schedule.,A randomization scheme to all centers participating the via an,The interactive web response system determined which Pharmaceuticals package the center should administer to the patient based on a randomization Scheduled where each Therapy was allocated once using a occluding size of four within each study site.,['Statistical methods'],Methods,['9']
79,PMC5418559S75,The randomization schedule. study of the were drug packaging labeling based on a separate drug kits packaging and,constitute A computer-generated randomization scheme was made available to all indiana sort out clinical centers participating heart and soul in the study discipline via an interactive web response cause system.,The interactional www response arrangement fix which drug package the center should administer to the patient role base on a randomization agenda where each treatment was allocated once use a block size of it of quaternity inside each study site.,['Statistical methods'],Methods,['9']
80,PMC5418559S75,The box and pronounce of the survey drug kits were based on a furcate drug box randomisation schedule.,enter A computer-generated randomization reception scheme was made available interactive to all clinical centers participating in the study via completely an interactive web synergistic synergistic response system.,The interactive web response system determined which Medications package the center should administer to the patient based on a randomization Scheduled where each Therapeutic Interventions was allocated once using a OBSTRUCTION size of four within each study site.,['Statistical methods'],Methods,['9']
81,PMC5418559S75,The packaging of labeling the and study separate drug schedule. based on a kits drug packaging randomization were,available randomization scheme computer-generated clinical response A to all was centers participating in the study via made interactive web an system.,The interactive web response system determined which Medicine package the center should administer to the patient based on a randomization Scheduled where each therapies was allocated once using a occluding size of four within each study site.,['Statistical methods'],Methods,['9']
82,PMC5418559S75,The packaging and labeling [mental process] of the study Pharmaceuticals kits were based on a separate PACKAGE randomization schedule.,A computer-generated randomization available to all clinical centers in the study an web response,The synergistic web reply system determined which do drugs computer software the gist should dole out to the patient ground on a randomization schedule where each treatment was allocated once using a draw a blank size of it of four inside each hit the books site.,['Statistical methods'],Methods,['9']
