,sentence_id_pmcid,augmented_set,augmented_set_preceding_umls,augmented_set_trailing_umls,section,section.1,CONSORT_Item
13,PMC4770816S75,"Subgroup analyses were pre-specified for diabetes mellitus, atrial fibrillation, and age group.","We also explored the potential effects of missing values by the use of three approaches: multiple imputation, group mean, and last available value.","In addition, we did a subgroup analysis by baseline systolic blood pressure (<140 mm Hg, ≥140 mm Hg).",['Statistical analysis'],Methods,['12b']
14,PMC4770816S76,"In addition, we did a analysis systolic pressure (<140 mm Hg, ≥140 Hg).","Subgroup analyses were pre-specified for diabetes mellitus, atrial fibrillation, and age group.","We compared the number changes, and side effects by mixed modelling, adjusting for the same variables as in outcome.",['Statistical analysis'],Methods,['12b']
15,PMC4770816S76,"amp millimeter In addition, we coerce did millimeter a subgroup analysis by millimetre baseline systolic blood pressure (<140 mm Hg, ≥140 mm Hg).","pre-specified analyses were Subgroup group. diabetes mellitus, atrial fibrillation, and for age","We compared the core number of consultations, treatment changes, and side effects by using numeral generalised variable quantity mixed modelling, english utilize adjusting for the same variables as in the utilize line up primary outcome.",['Statistical analysis'],Methods,['12b']
16,PMC4770816S76,"In addition, we did a subgroup practise analysis by baseline systolic blood depth psychology millimeter pressure rehearse (<140 mm Hg, ≥140 mm practise Hg).","subgroup canvas were pre-specified for diabetes mellitus, atrial fibrillation, and old age group.","We compared the number of consultations, therapeutic method changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.",['Statistical analysis'],Methods,['12b']
17,PMC4770816S76,"In addition, we baseline analysis subgroup mm by did systolic a pressure Hg). blood Hg, ≥140 mm (<140","Subgroup analyses were pre-specified for diabetes geezerhood mellitus, geezerhood age atrial fibrillation, and age group.","We compared the number of consultations, Therapeutic Procedure changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.",['Statistical analysis'],Methods,['12b']
18,PMC4770816S76,"In addition, we did a subgroup analysis by baseline Blood pressure systolic (<140 mm Hg, ≥140 mm Hg).","Subgroup analyses were pre-specified for non insulin dependent diabetes mellitus, Auricle of Heart fibrillation, and age group.","equate We core compared the number of consultations, treatment changes, and past side effects by using english generalised mixed modelling, adjusting for hoosier state the same variables as in the line up match primary outcome.",['Statistical analysis'],Methods,['12b']
19,PMC4770816S76,"In addition, we did a subgroup analysis by baseline blood pressure systolic (<140 mm Hg, ≥140 mm Hg).","Subgroup for diabetes atrial fibrillation, and age","We the consultations, treatment changes, effects by mixed modelling, for the as in the primary",['Statistical analysis'],Methods,['12b']
20,PMC4770816S76,"In addition, we did a subgroup analysis by baseline systolic blood pressure (<140 mm Hg, ≥140 mm Hg).","Subgroup analyses were pre-specified for diabetes mellitus, atrial fibrillation, and age group.","We compared the number of consultations, treatment changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.",['Statistical analysis'],Methods,['12b']
21,PMC4770816S77,"We compare the issue of consultations, treatment changes, and side outcome by utilize generalised mixed modelling, aline for the same variable quantity as in the primary election outcome.","atomic number  addition, we did a subgroup analysis by service line systolic stemma blackmail (<140 millimeter Hg, ≥140 millimeter Hg).","For clinical events, we work out hazard ratios and their 95% assurance intervals by victimization coxswain relative risk modelling, adjust for the same covariates mentioned previously.",['Statistical analysis'],Methods,['12b']
22,PMC4770816S77,"We compared the number of consultations, TREAT changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.","inwards addition, we did a subgroup depth psychology by baseline systolic roue squeeze (<140 millimetre Hg, ≥140 millimetre Hg).","the clinical events, we modelling, 95% ratios for their hazard confidence intervals by using adjusting proportional hazards calculated Cox and For same covariates mentioned previously.",['Statistical analysis'],Methods,['12b']
23,PMC4770816S77,"variable quantity We compared telephone number set the number of consultations, treatment changes, and side primary winding effects by using infer generalised mixed modelling, adjusting for the same deduct variables as in the primary winding primary outcome.","In addition, we inwards did a subgroup analysis by baseline bloodline insistence systolic blood pressure (<140 mm Hg, service line bloodline ≥140 mm Hg).","For clinical calculated ratios and their 95% confidence by using Cox proportional hazards modelling, for the same covariates mentioned previously.",['Statistical analysis'],Methods,['12b']
24,PMC4770816S77,"We compared the number of consultations, Therapeutic proced changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.","In addition, we did a subgroup analysis by systolic pressure Hg, mm Hg).","For clinical events, we calculated hazard ratios and their 95% Self Confidence intervals by using Cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.",['Statistical analysis'],Methods,['12b']
25,PMC4770816S77,"compared number consultations, treatment changes, and effects by generalised modelling, adjusting for the variables as in primary","Hg). addition, we ≥140 a subgroup Hg, by mm systolic blood pressure analysis mm (<140 did baseline In","For clinical events, we calculated hazard ratios and their 95% Self Confidence intervals by using cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.",['Statistical analysis'],Methods,['12b']
26,PMC4770816S77,"We compared the number of consultations, therapeutics changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.","millimetre coif In addition, we did a subgroup analysis by baseline analytic thinking systolic blood pressure (<140 inwards mm Hg, ≥140 mm aside Hg).","For clinical bring up events, separation we calculated hazard utilize ratios and their 95% separation confidence intervals by using Cox proportional hazards modelling, bring up adjusting for the same sureness covariates mentioned calculate previously.",['Statistical analysis'],Methods,['12b']
27,PMC4770816S77,"We compared the number of consultations, treatment changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.","In addition, we did a subgroup analysis by baseline systolic blood pressure (<140 mm Hg, ≥140 mm Hg).","For clinical events, we calculated hazard ratios and their 95% confidence intervals by using Cox proportional hazards modelling, adjusting for the same covariates mentioned previously.",['Statistical analysis'],Methods,['12b']
28,PMC4770816S78,"For clinical events, we depend hazard ratios and their 95% trust musical interval by victimization Cox relative venture modelling, conform for the same covariates mentioned previously.","We compared the number of consultations, Therapeutic Procedure changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.",simulation We checked the proportional hazard let in assumption with condition Schoenfeld residual plots and by including interaction terms in the qualify let in model (for residuary each term by time).,['Statistical analysis'],Methods,['12b']
29,PMC4770816S78,"For clinical events, we calculated and confidence using proportional adjusting the same mentioned","We compared the number of consultations, therapy changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.",We checked the proportional hazard see to it assumption with qualify Schoenfeld residual plots and by including interaction terms in condition plot the model residuary (for condition each term by time).,['Statistical analysis'],Methods,['12b']
30,PMC4770816S78,"For clinical events, away we calculated hazard ratios and their 95% venture habituate relative confidence intervals by using Cox set proportional hazards modelling, adjusting for the habituate pretend same covariates mentioned previously.","We compare compared the number of inwards generalise bit consultations, treatment changes, and side effects by liken using generalised mixed modelling, adjusting for the same variables as victimisation in the primary lapplander outcome.",We checked hazard Schoenfeld residual plots by interaction terms in the model (for each term time).,['Statistical analysis'],Methods,['12b']
31,PMC4770816S78,"For clinical events, we calculated hazard ratios and their confidence by proportional modelling, adjusting covariates previously.","We the compared using of consultations, number changes, effects side and by treatment generalised in for adjusting the modelling, same variables as mixed the primary outcome.",We checked with proportional hazard term the residual Schoenfeld plots interaction by each and (for in the model terms including assumption by time).,['Statistical analysis'],Methods,['12b']
32,PMC4770816S78,"For clinical events, we aim hazard ratio and their 95% assurance separation by using Cox proportional venture modelling, align for the same covariates note previously.","We compared the number of consultations, Therapeutics changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.",We ensure the relative hazard supposal with Schoenfeld residual plots and by let in fundamental interaction terms in the model (for each condition by time).,['Statistical analysis'],Methods,['12b']
33,PMC4770816S78,"For clinical events, we calculated hazard ratios and their 95% Self Confidence intervals by using Cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.","We compared the number of consultations, Therapeutic proced changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.",We checked the proportional hazard assumption with Schoenfeld residual plots and by including Social Interaction terms in the Digital Model Attachment (for each term by time).,['Statistical analysis'],Methods,['12b']
34,PMC4770816S78,"For clinical events, we calculated hazard ratios and their 95% confidence intervals by using Cox proportional hazards modelling, adjusting for the same covariates mentioned previously.","We compared the number of consultations, treatment changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.",We checked the proportional hazard assumption with Schoenfeld residual plots and by including interaction terms in the model (for each term by time).,['Statistical analysis'],Methods,['12b']
35,PMC4770816S79,and We with (for hazard assumption the Schoenfeld time). plots in by including interaction terms checked the model proportional each term by residual,"For refer clinical aside events, we calculated hazard ratios and their 95% confidence intervals by using consult Cox victimisation proportional hazards modelling, chance adjusting for the proportion same covariates musical interval mentioned previously.",all event censored patients at time of the first event to that analysis.,['Statistical analysis'],Methods,['12b']
36,PMC4770816S79,proportional hazard assumption with Schoenfeld residual plots and by terms in the model (for each by time).,"For clinical events, we calculated hazard ratios and their 95% self confidence intervals by using cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.","For all clinical event analyses, whole we censored patient patients at the time of the first whole event whole relevant to totally that analysis.",['Statistical analysis'],Methods,['12b']
37,PMC4770816S79,We checked the proportional hazard including model plots residual Schoenfeld and by (for interaction with terms the in assumption each term by time).,"For clinical we calculated hazard ratios and their 95% by using proportional hazards modelling, for same covariates mentioned","For all clinical analyses, we censored patients at the time of the relevant to analysis.",['Statistical analysis'],Methods,['12b']
38,PMC4770816S79,We checked the proportional hazard assumption with Schoenfeld residual plots and by including Social interaction terms in the Digital Model Attachment (for each term by time).,"For clinical events, we calculated hazard ratios and their 95% sureness musical interval by victimization cox relative run a risk modelling, adapt for the same covariates mentioned previously.","For that clinical time event we censored patients at the event of all first the relevant to analyses, analysis.",['Statistical analysis'],Methods,['12b']
39,PMC4770816S79,We checked the proportional hazard assumption with Schoenfeld residual plots and by including Interaction with others terms in the Digital Model Attachment (for each term by time).,"For clinical events, calculated hazard ratios and their 95% intervals by using Cox proportional hazards modelling, adjusting for the same mentioned previously.","For all clinical event result analyses, atomic number  we censored patients at the time totally of the first event relevant ban to atomic number  that analysis.",['Statistical analysis'],Methods,['12b']
40,PMC4770816S79,We poser venture checked the inch proportional away hazard assumption with Schoenfeld residual plots and by including interaction terms in the pretend away model (for each term by time).,"For clinical events, we calculated hazard ratios and their 95% Self Confidence intervals by using Cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.","For clinical first event analyses, we all patients at the time relevant the censored event to of that analysis.",['Statistical analysis'],Methods,['12b']
41,PMC4770816S79,We checked the proportional hazard assumption with Schoenfeld residual plots and by including interaction terms in the model (for each term by time).,"For clinical events, we calculated hazard ratios and their 95% confidence intervals by using Cox proportional hazards modelling, adjusting for the same covariates mentioned previously.","For all clinical event analyses, we censored patients at the time of the first event relevant to that analysis.",['Statistical analysis'],Methods,['12b']
42,PMC4770816S141,population trial selective The generalists primary care population hospital/outpatient by by rather than a represents managed a managed post-stroke specialists.,"It is likely, therefore, that live the universe more intensive target would have reach intemperate been even harder to intensifier achieve if thomas more the trial population was more representative of thomas more people with prevalent cerebrovascular live disease.","The outcome measure was not blinded, but a nurse not directly involved in the participant’s in care obtained it by using an automated sphygmomanometer, so systematic recording bias is unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
43,PMC4770816S141,The tribulation defend a post-stroke master care universe wangle by generalists kinda than a selective hospital/outpatient universe wangle by specialists.,"It is likely, therefore, the intensive have been even harder achieve if the population was more representative of people with prevalent","The outcome measure was not blinded, but not directly involved the participant’s care obtained by an automated so systematic recording bias",['Strengths and weaknesses of study'],Discussion,['21']
44,PMC4770816S141,The trial represents a post-stroke primary healthcare population managed by generalists rather than a selective hospital/outpatient population managed by specialists.,"It is likely, prevalent representative the if harder that would have been even more to achieve intensive was trial population the more target of disease. with therefore, cerebrovascular people","The outcome measure was not blinded, but a nurse not directly involved in the participant’s care provided in residence obtained it by using an automated sphygmomanometer, so systematic recording bias is unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
45,PMC4770816S141,The trial represents a post-stroke Primary health care population managed by generalists rather than a selective hospital/outpatient population managed by specialists.,"It is likely, therefore, that the more intensive target thomas more would have wa been predominant even harder thomas more to wa achieve live if the trial population was intemperate more representative of people with prevalent intensifier cerebrovascular disease.","outcome not but not directly the care obtained it by using an automated sphygmomanometer, systematic recording unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
46,PMC4770816S141,The trial represents a post-stroke Primary Healthcare population managed by generalists rather than a selective hospital/outpatient population managed by specialists.,"information technology is likely, therefore, that the more intensifier target would have been evening harder to reach if the trial universe was more instance of mass with dominant cerebrovascular disease.","The consequence quantity was not blinded, but a nurse not directly involved in the participant’s caution receive it by using an automatize sphygmomanometer, so taxonomical enter predetermine is unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
47,PMC4770816S141,The post-stroke than a by primary care population trial by generalists selective represents a rather population hospital/outpatient managed managed specialists.,"It is likely, therefore, that the more intensive target would have been even harder to achieve if the trial population was more representative of people with prevalent cerebrovascular disease.","in outcome is was not blinded, but a recording automated directly involved not the nurse care obtained it by using an The sphygmomanometer, so unlikely. participant’s bias systematic measure",['Strengths and weaknesses of study'],Discussion,['21']
48,PMC4770816S141,The trial represents a post-stroke primary care population managed by generalists rather than a selective hospital/outpatient population managed by specialists.,"It is likely, therefore, that the more intensive target would have been even harder to achieve if the trial population was more representative of people with prevalent cerebrovascular disease.","The outcome measure was not blinded, but a nurse not directly involved in the participant’s care obtained it by using an automated sphygmomanometer, so systematic recording bias is unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
49,PMC3623038S76,Numerical safety data for column inch all randomised patients were assessed inch patient in an analysis column inch of variance.,"Furthermore, the covariance model's validity was checked by analysing the residuals and the Cook distances.",The for statistical significance was set in all cases.,['Statistical analysis'],Patients and methods,['12b']
50,PMC3623038S76,numerical safety data for all randomize affected role were evaluate in an analysis of variance.,"Furthermore, the covariance model's rigour was jibe by canvass the residuum and the Cook distances.",The threshold significance set for was statistical to all in p=0.05 cases.,['Statistical analysis'],Patients and methods,['12b']
51,PMC3623038S76,safety data for all patients assessed in analysis of variance.,"Furthermore, residuals covariance model's validity analysing checked by the the and was the Cook distances.",The doorway for statistical implication was curing to p=0.05 in all cases.,['Statistical analysis'],Patients and methods,['12b']
52,PMC3623038S76,Numerical safety value data for all randomised patients altogether value were assessed in mathematical an analysis of variance.,"Furthermore, the covariance model's contain validity was checked aside by analysing the hold in residuals and the parenthesis Cook distances.",in threshold The statistical significance was set to for p=0.05 all cases.,['Statistical analysis'],Patients and methods,['12b']
53,PMC3623038S76,in safety data for randomised patients all were assessed Numerical analysis an of variance.,"Furthermore, the covariance misrepresent model's aside validity was checked canvas canvas by analysing the residuals and the Cook distances.",The threshold for statistical significance was Psychology Set to p=0.05 in all cases.,['Statistical analysis'],Patients and methods,['12b']
54,PMC3623038S76,data for all randomised patients were assessed analysis of variance.,"Furthermore, the validity was checked by analysing the residuals Cook distances.",The for statistical was set p=0.05 in cases.,['Statistical analysis'],Patients and methods,['12b']
55,PMC3623038S76,Numerical safety data for all randomised patients were assessed in an analysis of variance.,"Furthermore, the covariance model's validity was checked by analysing the residuals and the Cook distances.",The threshold for statistical significance was set to p=0.05 in all cases.,['Statistical analysis'],Patients and methods,['12b']
56,PMC3623038S112,"However, memantine's potential do good on other axile motor symptom and dyskinesia should be confirmed in a tumid affected role population.","In conclusion, the ensue of our aviate take do not keep the implementation of a full-scale clinical tryout designed to shag memantine's result on gait.",auxiliary Supplementary Material,['Discussion'],Discussion,['21']
57,PMC3623038S112,"However, memantine's potential profit on other axile motor symptom and dyskinesia should be affirm in a larger affected role population.","In conclusion, the results of nitty gritty our pilot study do not support the behind take adenine implementation of a inwards full-scale take clinical trial designed to assess memantine's effects on essence gait.",Material Supplementary,['Discussion'],Discussion,['21']
58,PMC3623038S112,"However, memantine's potential benefit on other axial motor symptoms and dyskinesia should be confirming in a larger patient population.","In pilot the results of our on of do not support the implementation study a full-scale effects assess designed conclusion, trial memantine's to clinical gait.",supplementary Material,['Discussion'],Discussion,['21']
59,PMC3623038S112,"However, memantine's potential benefit on other axial symptoms dyskinesia should confirmed in larger population.","In conclusion, the results of our pilot study do not support the implementation of a full-scale Clinical Trial [Publication Type] designed to assess memantine's effects on gait.",fabric Supplementary Material,['Discussion'],Discussion,['21']
60,PMC3623038S112,"However, memantine's potential benefit confirmed other symptoms motor and a dyskinesia should be on in axial patient larger population.","In conclusion, the results of our pilot study do not support the implementation of a full-scale intervention studies designed to assess memantine's effects on gait.",Material Supplementary,['Discussion'],Discussion,['21']
61,PMC3623038S112,"However, large memantine's potential benefit along on drive other axial motor symptoms and dyskinesia should be drive confirmed in a larger inch patient population.","navigate In conclusion, the along results non of our pilot study do not support the implementation of a not full-scale clinical trial designed to assess carrying out memantine's effects on adenine a gait.",Material,['Discussion'],Discussion,['21']
62,PMC3623038S112,"However, memantine's potential benefit on other axial motor symptoms and dyskinesia should be confirmed in a larger patient population.","In conclusion, the results of our pilot study do not support the implementation of a full-scale clinical trial designed to assess memantine's effects on gait.",Supplementary Material,['Discussion'],Discussion,['21']
63,PMC4392313S86,"completely other explorative end points were resume for the ITT population observed cases, without imputation of leave out data and boot out take to the woods data.",Only therapy recorded before carried measurements were escape forward.,"All laboratory parameter values follow were converted to SI units; for lipid parameters, only the exchange latest fasted values argument within the keep up time window follow a la mode were included.",['Statistical analysis'],Methods,['12b']
64,PMC4392313S86,"other exploratory end were summarised for the ITT population observed cases, without of data excluding escape data.",Only mensuration commemorate before escape therapy were carried forward.,"value All laboratory parameter values were converted to SI value units; for lipid inside parameters, only the latest windowpane fasted appreciate values within the time argument window were included.",['Statistical analysis'],Methods,['12b']
65,PMC4392313S86,"without imputation exploratory end points were summarised for All ITT population the data. observed other of missing data and cases, escape excluding",Only measurements recorded before escape therapy carried forward.,"All laboratory parameter time units; for to SI only converted parameters, lipid latest the were fasted values within the values window were included.",['Statistical analysis'],Methods,['12b']
66,PMC4392313S86,"other exploratory end points were summarised for the ITT population observed cases, without imputation of missing data excluding escape",Only measurements recorded before escape therapy were Does carry forward.,"All research lab parameter values were converted to ti units; for lipid parameters, only the recent fast values inside the time windowpane were included.",['Statistical analysis'],Methods,['12b']
67,PMC4392313S86,"All other effluence exploratory escape end outflow points were summarised for the ITT population observed effluence cases, without imputation of missing data and altogether excluding escape escape data.",escape measurements recorded carried Only therapy were before forward.,"within laboratory parameter values for converted to SI units; were lipid parameters, time the latest fasted values only the All were window included.",['Statistical analysis'],Methods,['12b']
68,PMC4392313S86,"All other exploratory end points were summarised for the ITT population observed cases, without imputation of missing Data call receiving device and excluding escape data.",Only measurements recorded before escape therapy were carry forward.,"All values were to SI units; lipid parameters, only the latest fasted values within the time window were included.",['Statistical analysis'],Methods,['12b']
69,PMC4392313S86,"All other exploratory end points were summarised for the ITT population observed cases, without imputation of missing data and excluding escape data.",Only measurements recorded before escape therapy were carried forward.,"All laboratory parameter values were converted to SI units; for lipid parameters, only the latest fasted values within the time window were included.",['Statistical analysis'],Methods,['12b']
70,PMC4392313S90,"Exploratory based on observed cases, were performed using the non-parametric Kruskal–Wallis","presented end points because the study were are analysed on a values in however, this baseline values exploratory several laboratory assessments changes distribution; for demonstrated non-normal distributions, normal for study serum analytes median from as medians or based percentage in Primary baseline.",Hodges–Lehmann forecast of localization slip and 95% CIs are presented.,['Statistical analysis'],Methods,['12b']
71,PMC4392313S90,"Exploratory analyses, ground on follow cases, were perform using the non-parametric Kruskal–Wallis test.","Primary period end points in exhibit the study were explorative alter analysed based on a normal distribution; however, because baseline values know for several exhibit live laboratory roll in the hay assessments in this period study demonstrated non-normal distributions, values for exploratory serum analytes are median presented as medians close or median percentage changes from know baseline.",Hodges–Lehmann approximation of position budge and 95% CIs are presented.,['Statistical analysis'],Methods,['12b']
72,PMC4392313S90,"performed analyses, based on observed cases, test. Exploratory using the Kruskal–Wallis non-parametric were","Primary points the study were analysed based on a normal distribution; however, because baseline values for several assessments in this study demonstrated non-normal distributions, values for exploratory serum analytes as medians or median percentage baseline.",Hodges–Lehmann estimates of location shift and CIs are presented.,['Statistical analysis'],Methods,['12b']
73,PMC4392313S90,"Exploratory represent map analyses, based on observed cases, were performed using exploratory the non-parametric Kruskal–Wallis test.","Primary end points in the study were analysed based on a normal Act Status distribution; however, because baseline values for several laboratory Evaluation procedure in this study demonstrated non-normal distributions, values for exploratory Blood Serum analytes are presented as medians or median percentage changes from baseline.",Hodges–Lehmann estimates location shift and CIs are presented.,['Statistical analysis'],Methods,['12b']
74,PMC4392313S90,"Exploratory analyses, based on observed cases, were performed using the non-parametric Kruskal–Wallis test.","Primary end points in the study were analysed based on a normal Act Status distribution; however, because baseline values for several laboratory Evaluation in this study demonstrated non-normal distributions, values for exploratory Blood Serum analytes are presented as medians or median percentage changes from baseline.",CIs shift are location estimates and 95% Hodges–Lehmann of presented.,['Statistical analysis'],Methods,['12b']
75,PMC4392313S90,"Exploratory based using on analyses, cases, were performed observed the non-parametric Kruskal–Wallis test.","Primary end points in the study were analysed based on a normal Act Status distribution; however, because baseline values for several laboratory Investigation Report in this study demonstrated non-normal distributions, values for exploratory Portion of serum analytes are presented as medians or median percentage changes from baseline.",appraisal follow Hodges–Lehmann estimates of location cis shift and 95% CIs are presented.,['Statistical analysis'],Methods,['12b']
76,PMC4392313S90,"Exploratory analyses, based on observed cases, were performed using the non-parametric Kruskal–Wallis test.","Primary end points in the study were analysed based on a normal distribution; however, because baseline values for several laboratory assessments in this study demonstrated non-normal distributions, values for exploratory serum analytes are presented as medians or median percentage changes from baseline.",Hodges–Lehmann estimates of location shift and 95% CIs are presented.,['Statistical analysis'],Methods,['12b']
77,PMC4392313S91,Hodges–Lehmann estimates shift location 95% of and CIs are presented.,"analyses, Exploratory observed on using cases, were performed based the non-parametric Kruskal–Wallis test.",No Clinical adjustment for multiplicity were performed.,['Statistical analysis'],Methods,['12b']
78,PMC4392313S91,Hodges–Lehmann represent estimates dislodge of emplacement location shift and 95% CIs are presented.,"Exploratory analyses, based victimisation on observed cases, were performed using the victimisation non-parametric Kruskal–Wallis exploitation test.",fitting No adjustments for multiplicity were performed.,['Statistical analysis'],Methods,['12b']
79,PMC4392313S91,Hodges–Lehmann estimates of location shift and 95% CIs are presented.,"analyses, on observed were using the",No adjustments for multiplicity were performed.,['Statistical analysis'],Methods,['12b']
80,PMC4392313S91,Hodges–Lehmann idea of position shift and 95% cis are presented.,"non-parametric analyses, based Exploratory observed cases, Kruskal–Wallis performed using the on were test.",No adjustments for numerosity were performed.,['Statistical analysis'],Methods,['12b']
81,PMC4392313S91,of estimates shift location Hodges–Lehmann and 95% presented. are CIs,"Exploratory observed cases, were performed using non-parametric Kruskal–Wallis test.",for adjustments No multiplicity were performed.,['Statistical analysis'],Methods,['12b']
82,PMC4392313S91,Hodges–Lehmann estimates of location shift dislodge and 95% emplacement dislodge CIs are presented.,"Exploratory analyses, found on observe cases, were performed use the non-parametric Kruskal–Wallis test.",No adjustments for numerosity were performed.,['Statistical analysis'],Methods,['12b']
83,PMC4392313S91,Hodges–Lehmann estimates of location shift and 95% CIs are presented.,"Exploratory analyses, based on observed cases, were performed using the non-parametric Kruskal–Wallis test.",No adjustments for multiplicity were performed.,['Statistical analysis'],Methods,['12b']
84,PMC3551223S155,"Further confirmation of these Data call receiving device is required, including through the longer term Examination and observation for unspecified reason of the patients recruited for this study as well as additional studies in other patient sets including the Evaluation procedure in daily Practice Experience via registries.",In with a intolerance to methotrexate are to be,Material Supplementary,['Discussion'],Discussion,['21']
85,PMC3551223S155,"promote confirmation of these data is required, let in through the foresightful term reflection of the patients raise for this study as well as extra read in other patient role coiffure let in the evaluation in day to day drill via registries.","In particular, methotrexate be with contraindication or intolerance suitable patients are a to a likely to population.",Supplementary,['Discussion'],Discussion,['21']
