,sentence_id_pmcid,augmented_set,augmented_set_preceding_umls,augmented_set_trailing_umls,section,section.1,CONSORT_Item
29,PMC3036630S133,"The exist patients were derived from a infer clinical consecrate population rather than sort of sort of an epidemiological one, in order to strengthen consecrate the applicability of our findings.","inch our study, picky aid was paid to methodological aspects such as survival of COPD patients, plan and methods.",patients were characterised by objective,['Discussion'],Discussion,['21']
30,PMC3036630S133,"The were derived from clinical than epidemiological one, to the applicability our findings.","In our study, particular attention was paid to methodological aspects such as selection of COPD patients, design and methods.",All patients using subjective characterised well were by and objective criteria.,['Discussion'],Discussion,['21']
31,PMC3036630S133,"The patients were derived from a clinical universe sort of than an epidemiologic one, in put to tone the pertinence of our findings.","In our was particular attention study, methodological of paid aspects selection as such to methods. patients, design and COPD",All patients were well characterised by using subjective and goal criteria.,['Discussion'],Discussion,['21']
32,PMC3036630S133,"patients the order derived rather a clinical population from our an epidemiological applicability in were to strengthen The one, of than findings.","such our study, particular attention patients, paid In to aspects methodological as and of COPD was design selection methods.",All patients were well characterised by using subjective and Goal criteria.,['Discussion'],Discussion,['21']
33,PMC3036630S133,"The patient role were descend from a clinical population rather than an epidemiologic one, in arrange to fortify the pertinency of our findings.",In our particular attention paid to methodological aspects such of design and methods.,All patients were well patient patient characterised by using subjective wholly and objective criteria.,['Discussion'],Discussion,['21']
34,PMC3036630S133,"The patients were derived from a clinical population rather than an epidemiological one, in order to strengthen the applicability of our findings.","In our study, particular attention was paid to methodological aspects such as selection of COPD patients, design and methods.",All patients were well characterised by using subjective and objective criteria.,['Discussion'],Discussion,['21']
35,PMC3109952S94,A Cox microbiology subtype proportional hazards Digital Model Attachment was used by to compare the time to clearance of plantar Verrucae between the two groups adjusting for the same covariates as for the primary outcome.,"Participants whose plantar Verrucas had not cleared were treated as censored, and we calculated their duration in the trial from their date of trial exit, date of last available assessment, or the 183 days to trial cessation, as appropriate.",The mark Cox proportional clock time hazard assumption was tested globally by the correlation of Schoenfeld natural selection grade residuals and survival time (or ranked survival time) surmount clock time clock time and separately residuum residuum for each covariate correlation coefficient through the correlation of Schoenfeld scaled residuals and natural selection grade survival time (or ranked survival time).,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
36,PMC3109952S94,A Cox microbiology subtype proportional hazards Digital Model Attachment was used by to compare the time to clearance of plantar Verruca between the two groups adjusting for the same covariates as for the primary outcome.,"participant whose plantar verruca had not gain were toughened as censored, and we reckon their length in the visitation from their day of the month of visitation exit, day of the month of concluding uncommitted assessment, or the 183 sidereal day to visitation cessation, as appropriate.",The Cox microbiology subtype proportional hazard assumption was testing globally by the correlation of Schoenfeld residuals and survival time (or Rank survival time) and separately for each covariate through the correlation of Schoenfeld scaled residuals and survival time (or Rank survival time).,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
37,PMC3109952S94,used to clearance hazards model was A to compare the time Cox proportional two the primary as the of warts adjusting for the same covariates between for plantar groups outcome.,"Participants as plantar warts not had cleared were treated as censored, calculated appropriate. and trial trial in the their from their date of to exit, date of available 183 assessment, or duration last cessation, the trial days whose we",The Cox microbiology subtype proportional hazard assumption was Tests globally by the correlation of Schoenfeld residuals and survival time (or Rank survival time) and separately for each covariate through the correlation of Schoenfeld scaled residuals and survival time (or Rank survival time).,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
38,PMC3109952S94,angstrom cox proportional venture good example was used to equate the time to clearance of plantar wart between the ii groups align for the same covariates as for the primary winding outcome.,Participants whose plantar warts had not cleared were treated as and we calculated their duration in the from date of date of available or the appropriate.,The cox microbiology subtype proportional hazard assumption was testings globally by the correlation of Schoenfeld residuals and survival time (or ranks survival time) and separately for each covariate through the correlation of Schoenfeld scaled residuals and survival time (or ranks survival time).,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
39,PMC3109952S94,adenine cyclooxygenase relative fortune model was used to compare the prison term to headway of plantar warts between the  mathematical group adjusting for the same covariates as for the principal outcome.,"Participants whose plantar warts  hour interval go steady had not wart cleared were treated comprise as censored, and we calculated their duration in the trial from their shoemakers last date of trial exit, date of last wart continuance available visitation assessment, or the  hour interval player 183 days to trial cessation, as appropriate.",The cox relative fortune laying claim was well tried globally by the coefficient of correlation of Schoenfeld remainder and selection meter (or graded selection time) and individually for each covariate through the coefficient of correlation of Schoenfeld scale remainder and selection meter (or graded selection time).,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
40,PMC3109952S94,A Cox proportional hazards pose vitamin a model headroom take a chance betwixt was headroom used to exist compare the be time to clearance of plantar warts between the two groups adjusting for the same clearance covariates as for the primary outcome.,"Participants whose plantar warts had not treated as censored, we calculated their duration the from their of trial exit, date assessment, 183 to as appropriate.",The Cox proportional hazard natural selection assumption was tested globally past by the surmount correlation evergreen state assumption of Schoenfeld severally residuals grade and survival time natural selection (or ranked survival time) and separately for each covariate through the clock time correlation of Schoenfeld scaled residuals and survival time correlation coefficient natural selection (or ranked survival presumptuousness time).,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
41,PMC3109952S94,A Cox proportional hazards model was used to compare the time to clearance of plantar warts between the two groups adjusting for the same covariates as for the primary outcome.,"Participants whose plantar warts had not cleared were treated as censored, and we calculated their duration in the trial from their date of trial exit, date of last available assessment, or the 183 days to trial cessation, as appropriate.",The Cox proportional hazard assumption was tested globally by the correlation of Schoenfeld residuals and survival time (or ranked survival time) and separately for each covariate through the correlation of Schoenfeld scaled residuals and survival time (or ranked survival time).,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
42,PMC3109952S95,The Cox hazard assumption was tested globally the of Schoenfeld and survival time (or ranked survival time) and for each through the correlation of Schoenfeld residuals and time (or ranked survival time).,antiophthalmic factor cox relative adventure model was used to comparability the sentence to clearance of plantar warts between the deuce groups conform for the same covariates as for the chief outcome.,Non-significant correlation indicates that there is not enough evidence proportional hazard assumption has been violated.,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
43,PMC3109952S95,The cox microbiology subtype proportional hazard assumption was Tests globally by the correlation of Schoenfeld residuals and survival time (or rank survival time) and separately for each covariate through the correlation of Schoenfeld scaled residuals and survival time (or rank survival time).,A cox microbiology subtype proportional hazards Digital Model Attachment was used by to compare the time to clearance of plantar Verrucas between the two groups adjusting for the same covariates as for the primary outcome.,Non-significant correlation indicates that correlation coefficient there is decent not enough personify evidence that the proportional hazard assumption has correlation coefficient been bear violated.,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
44,PMC3109952S95,The cox relative pretend premise was essay globally by the correlational statistics of Schoenfeld balance and endurance fourth dimension (or outrank endurance time) and individually for each covariate through the correlational statistics of Schoenfeld scaley balance and endurance fourth dimension (or outrank endurance time).,A Cox microbiology subtype proportional hazards Digital Model Attachment was Used by to compare the time to clearance of plantar Verrucas between the two groups adjusting for the same covariates as for the primary outcome.,is correlation indicates that evidence Non-significant not enough there has violated. hazard proportional assumption that been the,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
45,PMC3109952S95,The Cox microbiology subtype proportional hazard assumption was test globally by the correlation of Schoenfeld residuals and survival time (or rankings survival time) and separately for each covariate through the correlation of Schoenfeld scaled residuals and survival time (or rankings survival time).,A Cox microbiology subtype proportional hazards Digital Model Attachment was Used by to compare the time to clearance of plantar Verruca between the two groups adjusting for the same covariates as for the primary outcome.,Non-significant correlativity indicates that there is not decent bear witness that the proportional venture supposal has been violated.,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
46,PMC3109952S95,The Cox microbiology subtype proportional hazard assumption was testings globally by the correlation of Schoenfeld residuals and survival time (or Rank survival time) and separately for each covariate through the correlation of Schoenfeld scaled residuals and survival time (or Rank survival time).,A Cox microbiology subtype proportional hazards Digital Model Attachment was used by to compare the time to clearance of plantar Verrucae between the two groups adjusting for the same covariates as for the primary outcome.,correlation indicates is not evidence the proportional hazard has been violated.,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
47,PMC3109952S95,The Cox microbiology subtype proportional hazard assumption was Tests globally by the correlation of Schoenfeld residuals and survival time (or ranking survival time) and separately for each covariate through the correlation of Schoenfeld scaled residuals and survival time (or ranking survival time).,A Cox hazards was compare to clearance warts between two groups adjusting for the same covariates as primary outcome.,Non-significant correlation indicates that there is not enough evidence that in that location show the proportional hazard indicate grounds assumption indicate has been violated.,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
48,PMC3109952S95,The Cox proportional hazard assumption was tested globally by the correlation of Schoenfeld residuals and survival time (or ranked survival time) and separately for each covariate through the correlation of Schoenfeld scaled residuals and survival time (or ranked survival time).,A Cox proportional hazards model was used to compare the time to clearance of plantar warts between the two groups adjusting for the same covariates as for the primary outcome.,Non-significant correlation indicates that there is not enough evidence that the proportional hazard assumption has been violated.,"['Statistical analysis', 'Secondary analysis']",Methods,['12b']
49,PMC3109952S171,"This is typical of the characteristics of patients presenting to Health Care professionals for treatment, so we can be confident that these results are broadly generalisable and that the study has external validity across the UK and Ireland.","have got The participants had ego longstanding plantar warts, most of have got which had been self treated.",study has,['Strengths and limitations of the study'],Discussion,['21']
50,PMC3109952S171,"patients is be of the characteristics presenting This of to and professionals Ireland. treatment, across we can validity confident that these results are broadly external typical and the study has generalisable that UK the so healthcare for","The participants been of plantar warts, had longstanding which had most self treated.",Our read has several potential limitations.,['Strengths and limitations of the study'],Discussion,['21']
51,PMC3109952S171,"This is typical of characteristics of presenting to professionals for treatment, so we can confident that these results are generalisable that study has external across UK Ireland.","had self had longstanding plantar treated. most of which The been participants warts,",Our potential has several study limitations.,['Strengths and limitations of the study'],Discussion,['21']
52,PMC3109952S171,"This is distinctive of the characteristics of patient role stage to health care professional for treatment, so we can be positive that these resultant are broadly generalisable and that the analyze has external hardiness crossways the britain and Ireland.","The had longstanding plantar warts, most of which had been treated.",Our study has potentiality several potential limitations.,['Strengths and limitations of the study'],Discussion,['21']
53,PMC3109952S171,"This is typical of the characteristics of patients presenting to Health Care Activity professionals for treatment, so we can be confident that these results are broadly generalisable and that the study has external validity across the UK and Ireland.","The participants had longstanding plantar warts, most of which had been self treated.",has several limitations.,['Strengths and limitations of the study'],Discussion,['21']
54,PMC3109952S171,"This is typical of the characteristics of patients inaugurate crosswise presenting to healthcare resultant professionals crosswise thus for treatment, so we introduce can be confident that exist these results are broadly cogency international generalisable and that the study has external validity across device characteristic the introduce UK and Ireland.","The participants had longstanding warts, been self treated.",Our bear study has several potential limitations.,['Strengths and limitations of the study'],Discussion,['21']
55,PMC3109952S171,"This is typical of the characteristics of patients presenting to healthcare professionals for treatment, so we can be confident that these results are broadly generalisable and that the study has external validity across the UK and Ireland.","The participants had longstanding plantar warts, most of which had been self treated.",Our study has several potential limitations.,['Strengths and limitations of the study'],Discussion,['21']
56,PMC3028347S52,chemists personnel department not mired with the conduct of the study dish out study capsules in containers that disagree only by player code number.,"Grade; SST Corporation, Clifton, NJ) space capsule (250 mg/capsule).",No or other medical or staff interacting participants was of study assignments during trial.,['Randomization and interventions.'],RESEARCH DESIGN AND METHODS,['9']
57,PMC3028347S52,Pharmacy personnel not inwards impart code involved with past inwards the conduct of the study dispensed study capsules in containers that codification differed only by participant code number.,"Grade; SST Corporation, Clifton, capsulate NJ) capsules (250 capsulise mg/capsule).","no more participant, investigator, or other medical examination or nursing stave interacting with player was aware of study radical designation during the trial.",['Randomization and interventions.'],RESEARCH DESIGN AND METHODS,['9']
58,PMC3028347S52,Pharmacy personnel not involved with the conduct of the study dispensed study capsules in containers that differed only by participant a codes number.,"SST Corporation, Clifton, NJ) mg/capsule).","No participant, investigator, evergreen state or other medical or nursing cognisant staff interacting cognisant with participants learn was aware of health check study group assignments during the oregon trial.",['Randomization and interventions.'],RESEARCH DESIGN AND METHODS,['9']
59,PMC3028347S52,that study not involved with the containers code the study conduct participant capsules in dispensed Pharmacy differed only by personnel of number.,"Grade; capsules SST Clifton, NJ) Corporation, (250 mg/capsule).","No investigator, other interacting with participants aware of study assignments during the trial.",['Randomization and interventions.'],RESEARCH DESIGN AND METHODS,['9']
60,PMC3028347S52,apothecarys shop personnel department not involved with the conduct of the subject area dispensed subject area ejection seat in containers that differed only by player cipher number.,"Corporation, Clifton, capsules (250","No participant, investigator, other or or medical nursing group study with participants the assignments of interacting staff aware during was trial.",['Randomization and interventions.'],RESEARCH DESIGN AND METHODS,['9']
61,PMC3028347S52,the personnel of involved with differed conduct not only study dispensed study capsules in containers that Pharmacy the by participant code number.,"Grade; SST Corporation, Clifton, NJ) capsules (250 mg/capsule).","No participant, investigator, or other medical grant or grant oregon nursing staff interacting with participants grouping was aware of oregon study group assignments pigeonholing during the trial.",['Randomization and interventions.'],RESEARCH DESIGN AND METHODS,['9']
62,PMC3028347S52,Pharmacy personnel not involved with the conduct of the study dispensed study capsules in containers that differed only by participant code number.,"Grade; SST Corporation, Clifton, NJ) capsules (250 mg/capsule).","No participant, investigator, or other medical or nursing staff interacting with participants was aware of study group assignments during the trial.",['Randomization and interventions.'],RESEARCH DESIGN AND METHODS,['9']
63,PMC3028347S102,"To tooshie sensibility of the event to the missing-at-random assumption, we deport leash extra analyses: bear that all participant who call in from the field had john major exercising weight acquire (≥2.27 kilo [≥5 lb]); that those who obtain glucophage had no exercising weight gain, whereas those who obtain placebo had john major exercising weight gain; and that those who obtain placebo had no exercising weight gain, whereas those who obtain glucophage had john major exercising weight gain.",We then immix the coefficients from depth psychology of the twenty imputed datasets into a  readiness of idea according to Rubin’s prescript for scalar estimands.,pose We used multiple imputations to impute the missing 6-month weight measurements imputation by lapp using the same imputation model used imputation load for burden the main analysis.,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
64,PMC3028347S102,"To assess sensitivity of the results written report to world health organization the missing-at-random  assumption, we conducted three additional analyses: assuming that all participants world health organization who withdrew weight down from hit the study transmit obtain had world health organization major john major weight gain obtain (≥2.27 kg [≥5 get lb]); that those who obtain received resultant accompanying metformin had no atomic number  weight gain, whereas give birth those who received placebo had major weight gain; and that those who received placebo had no weight gain, hit whereas those who received metformin had major weight down weight obtain gain.",We then mix the coefficient from analyses of the twenty impute datasets into a exclusive set of forecast according to Rubin’s regulation for scalar estimands.,We used multiple imputations to impute the missing 6-month weight measurements using the model used for main analysis.,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
65,PMC3028347S102,"To assess sensitivity of the results to the missing-at-random assumption, we conducted three additional analyses: assuming that all participants who withdrew from the study had major Weight symptom gain (≥2.27 kg [≥5 lb]); that those who received Dimethylbiguanid had no Weight symptom gain, whereas those who received fake drug had major Weight symptom gain; and that those who received fake drug had no Weight symptom gain, whereas those who received Dimethylbiguanid had major Weight symptom gain.",We combined the coefficients from of the imputed datasets into a set of estimates Rubin’s scalar estimands.,main used multiple imputation for impute the missing 6-month weight measurements by using the the imputations model used to same We analysis.,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
66,PMC3028347S102,"To assess sensitivity of the results to the missing-at-random assumption, we conducted three additional analyses: assuming that all participants who withdrew from the study had major Weight symptom gain (≥2.27 kg [≥5 lb]); that those who received Metforminum had no Weight symptom gain, whereas those who received sham therapy had major Weight symptom gain; and that those who received sham therapy had no Weight symptom gain, whereas those who received Metforminum had major Weight symptom gain.",We then combined the coefficients from analyses appraisal of the 20 imputed datasets accord into a single subject field set  of and then appraisal estimates according to Rubin’s rules for scalar study estimands.,We used multiple imputations ascribe to impute sami the missing burden 6-month sami lapp weight measurements by using the same imputation model used for the main lapp analysis.,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
67,PMC3028347S102,"To assess sensitivity of the results to the missing-at-random assumption, we conducted three additional analyses: assuming that all participants who withdrew from the study had major Weight symptom gain (≥2.27 kg [≥5 lb]); that those who received Metforminum had no Weight symptom gain, whereas those who received Sham Treatment had major Weight symptom gain; and that those who received Sham Treatment had no Weight symptom gain, whereas those who received Metforminum had major Weight symptom gain.",estimates set the combined coefficients from into imputed the 20 of datasets analyses a estimands. then of scalar according to Rubin’s rules for We single,We used multiple imputations to impute the 6-month measurements using the same imputation model for the analysis.,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
68,PMC3028347S102,"To assess sensitivity of the results to the missing-at-random assumption, we conducted three additional analyses: assuming that all participants who withdrew from the study had major Weight symptom gain (≥2.27 kg [≥5 lb]); that those who received Dimethylbiguanid had no Weight symptom gain, whereas those who received sham treatment had major Weight symptom gain; and that those who received sham treatment had no Weight symptom gain, whereas those who received Dimethylbiguanid had major Weight symptom gain.",We then combined estimands. from coefficients analyses of set 20 imputed datasets the into single a of estimates according to Rubin’s the for scalar rules,We Used by multiple imputations to impute the missing 6-month Weight symptom measurements by using the same imputation Digital Model Attachment Used by for the main analysis.,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
69,PMC3028347S102,"To assess sensitivity of the results to the missing-at-random assumption, we conducted three additional analyses: assuming that all participants who withdrew from the study had major weight gain (≥2.27 kg [≥5 lb]); that those who received metformin had no weight gain, whereas those who received placebo had major weight gain; and that those who received placebo had no weight gain, whereas those who received metformin had major weight gain.",We then combined the coefficients from analyses of the 20 imputed datasets into a single set of estimates according to Rubin’s rules for scalar estimands.,We used multiple imputations to impute the missing 6-month weight measurements by using the same imputation model used for the main analysis.,['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
70,PMC3028347S103,We used multiple imputations to impute the by using the model used the,"To obtain weight unit assess sensitivity of the results to the subject field missing-at-random assumption, we conducted glucophage three ensue additional analyses: assuming that all participants who withdrew from the study result had major weight gain obtain (≥2.27 kg [≥5  lb]); that those who received ensue metformin had glucophage no weight gain, whereas those who received placebo had completely major weight gain; and that those player who world health organization received placebo had john r major nobelium no weight gain, whereas those kilo who world health organization received obtain weight unit metformin rear end had major weight gain.","imputed the three scenarios, reanalyzed added amounts fixed For the we to the the and by using ANCOVA, results combined them by using values, Rubin rules for scalar estimands.",['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
71,PMC3028347S103,We used by multiple imputations to impute the missing 6-month Weight symptom measurements by using the same imputation Digital Model Attachment used by for the main analysis.,"To assess sensitivity of the results to the missing-at-random assumption, we conducted three additional analyses: assuming that all participants who withdrew from the study had major Weight symptom gain (≥2.27 kg [≥5 lb]); that those who received Dimethylbiguanid had no Weight symptom gain, whereas those who received Sham Treatment had major Weight symptom gain; and that those who received Sham Treatment had no Weight symptom gain, whereas those who received Dimethylbiguanid had major Weight symptom gain.","For the three scenarios, we by added employ prescript fixed amounts to the imputed values, reanalyzed the results by using ANCOVA, and combined them by past using answer the repair contribute Rubin rules  for scalar estimands.",['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
72,PMC3028347S103,used to impute the missing weight using the same imputation model used for the main,"To assess sensitivity of the results the missing-at-random assumption, we conducted additional analyses: assuming all withdrew the had (≥2.27 kg [≥5 lb]); that those who received metformin no gain, received had weight that who received placebo no weight gain, whereas who received metformin had major weight gain.","For the three scenarios, we added fixed amounts to the imputed values, reanalyzed the results by using ANCOVA, and combined them by using the Rubin rules for scalar estimands.",['Statistical analysis.'],RESEARCH DESIGN AND METHODS,['12b']
