,sentence_id_pmcid,augmented_set,augmented_set_preceding_umls,augmented_set_trailing_umls,section,section.1,CONSORT_Item
20,PMC4770816S76,"In addition, we did a subgroup analysis by baseline systolic blood pressure (<140 mm Hg, ≥140 mm Hg).","Subgroup analyses were pre-specified for diabetes mellitus, atrial fibrillation, and age group.","We compared the number of consultations, treatment changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.",['Statistical analysis'],Methods,['12b']
21,PMC4770816S77,"We compared the enumerate of consultations, treatment changes, and side impression by practice extrapolate amalgamate modelling, adjusting for the same variable quantity as in the primary quill outcome.","In addition, we hoosier state service line millimeter did a subgroup analysis by baseline systolic blood millimeter pressure (<140 mm Hg, press ≥140 mm Hg).","For clinical events, we depend hazard proportion and their 95% self assurance interval by using coxswain proportional run a risk modelling, adjusting for the same covariates note previously.",['Statistical analysis'],Methods,['12b']
22,PMC4770816S77,"We compared the number of consultations, Therapy changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.","In addition, we did a subgroup analysis by baseline sbp (<140 mm Hg, ≥140 mm Hg).","For clinical events, we calculated hazard ratios and their 95% Self Confidence intervals by using Cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.",['Statistical analysis'],Methods,['12b']
23,PMC4770816S77,"variable We compared add up set the number of consultations, treatment changes, and side principal effects by using infer generalised mixed modelling, adjusting for the same understand variables as in the principal primary outcome.","In addition, we did a subgroup analysis by systolic blood pressure (<140 mm Hg, ≥140 mm Hg).","For clinical events, calculated hazard ratios and their 95% confidence intervals using Cox proportional hazards modelling, adjusting for the same mentioned previously.",['Statistical analysis'],Methods,['12b']
24,PMC4770816S77,"We compared the number of consultations, TREAT changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.","In addition, we did a subgroup analysis by baseline Blood pressure systolic (<140 mm Hg, ≥140 mm Hg).","For clinical events, we calculated hazard ratios and their 95% Self Confidence intervals by using cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.",['Statistical analysis'],Methods,['12b']
25,PMC4770816S77,"compared number consultations, treatment changes, and effects by generalised modelling, adjusting for the variables as in primary","In addition, deoxyadenosine monophosphate we did a subgroup analysis by baseline systolic blood pressure service line (<140 mm parentage Hg, ≥140 mm parentage hoosier state Hg).","For clinical events, we calculated hazard cyclooxygenase ratios and their 95% confidence ratio intervals relative by using enumeration authority Cox proportional hazards away modelling, count adjusting for the same covariates mentioned previously.",['Statistical analysis'],Methods,['12b']
26,PMC4770816S77,"We compared the number of consultations, Therapeutic Procedures changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.","blood addition, we Hg, a subgroup analysis by baseline Hg). (<140 did In mm pressure ≥140 mm systolic","the clinical events, we calculated 95% their for For hazard confidence intervals by using hazards proportional Cox modelling, ratios and adjusting same covariates mentioned previously.",['Statistical analysis'],Methods,['12b']
27,PMC4770816S77,"We compared the number of consultations, treatment changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.","In addition, we did a subgroup analysis by baseline systolic blood pressure (<140 mm Hg, ≥140 mm Hg).","For clinical events, we calculated hazard ratios and their 95% confidence intervals by using Cox proportional hazards modelling, adjusting for the same covariates mentioned previously.",['Statistical analysis'],Methods,['12b']
28,PMC4770816S78,"For clinical events, we count hazard proportion and their 95% self confidence musical interval by using Cox relative jeopardy modelling, adjusting for the same covariates refer previously.","We treatment changes, and side effects by using generalised mixed for the same variables as in primary outcome.",We checked the proportional hazard assumption with Schoenfeld residual plots and by including Social interactions terms in the Digital Model Attachment (for each term by time).,['Statistical analysis'],Methods,['12b']
29,PMC4770816S78,"For clinical events, we calculated and confidence using proportional adjusting the same mentioned","We compared the changes, of in treatment using as side effects by primary generalised modelling, mixed adjusting for the number variables and consultations, the same outcome.",by checked with proportional hazard term the residual Schoenfeld plots interaction by each and terms in the model (for including assumption We time).,['Statistical analysis'],Methods,['12b']
30,PMC4770816S78,"For clinical events, past we calculated hazard ratios and their 95% take a chance victimization relative confidence intervals by using Cox set proportional hazards modelling, adjusting for lapplander the victimization same covariates mentioned previously.","We compared the of consultations, treatment changes, and side effects by using mixed for same as in the",We checked the proportional chance assumption with Schoenfeld remainder plot of ground and by including fundamental interaction terms in the modelling (for each terminus by time).,['Statistical analysis'],Methods,['12b']
31,PMC4770816S78,"For clinical events, we calculated hazard ratios and their confidence by proportional modelling, adjusting covariates previously.","We compared the number of consultations, Therapeutic changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.",We hazard assumption with plots and by interaction each term by,['Statistical analysis'],Methods,['12b']
32,PMC4770816S78,"For clinical events, we forecast take a chance ratio and their 95% trust intervals by use coxswain relative hazards modelling, adjusting for the same covariates mentioned previously.","We compared the number of consultations, therapeutic procedure changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.",We checked the proportional hazard hold in assumption with Schoenfeld residual plots and away by including interaction terms fundamental interaction in the remainder model to each one (for each term inward by time).,['Statistical analysis'],Methods,['12b']
33,PMC4770816S78,"For clinical events, we calculated hazard ratios and their 95% self confidence intervals by using Cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.","We compared the list of consultations, discussion changes, and side core by using infer combine modelling, set for the same variables as in the primary quill outcome.",We checked the proportional hazard assumption with Schoenfeld residual plots and by including Social Interaction terms in the Digital Model Attachment (for each term by time).,['Statistical analysis'],Methods,['12b']
34,PMC4770816S78,"For clinical events, we calculated hazard ratios and their 95% confidence intervals by using Cox proportional hazards modelling, adjusting for the same covariates mentioned previously.","We compared the number of consultations, treatment changes, and side effects by using generalised mixed modelling, adjusting for the same variables as in the primary outcome.",We checked the proportional hazard assumption with Schoenfeld residual plots and by including interaction terms in the model (for each term by time).,['Statistical analysis'],Methods,['12b']
35,PMC4770816S79,We checked the proportional hazard assumption with Schoenfeld residual plots and by including social interactions terms in the Digital Model Attachment (for each term by time).,"For clinical events, we cipher venture ratios and their 95% self confidence musical interval by utilize cox proportional hazards modelling, aline for the same covariates mentioned previously.",all event censored patients at time of the first event to that analysis.,['Statistical analysis'],Methods,['12b']
36,PMC4770816S79,We hazard assumption with residual plots and by terms in model (for term by time).,"For clinical events, we calculated hazard ratios and their 95% Self Confidence intervals by using cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.","For all clinical event analyses, all we censored atomic number  patients at the time of the first all event all relevant to totally that analysis.",['Statistical analysis'],Methods,['12b']
37,PMC4770816S79,checked hazard with Schoenfeld and including interaction in the model (for each term by time).,"For clinical we calculated hazard ratios and their 95% by using proportional hazards modelling, for same covariates mentioned","For all clinical analyses, we censored patients at the time of the relevant to analysis.",['Statistical analysis'],Methods,['12b']
38,PMC4770816S79,We match the relative hazard assumption of mary with Schoenfeld residuum plots and by let in interaction footing in the model (for each term by time).,"For clinical events, we calculated hazard ratios and their 95% self confidence intervals by using cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.","For that clinical time event we censored patients at the event of all first the relevant to analyses, analysis.",['Statistical analysis'],Methods,['12b']
39,PMC4770816S79,We checked the proportional hazard assumption with Schoenfeld residual plots and by including Social interaction terms in the Digital Model Attachment (for each term by time).,"For clinical events, calculated hazard ratios and their 95% intervals by using Cox proportional hazards modelling, adjusting for the same mentioned previously.","For all clinical event upshot analyses, atomic number  we censored patients at the time totally of the first event relevant ban to atomic number  that analysis.",['Statistical analysis'],Methods,['12b']
40,PMC4770816S79,We delay checked the proportional hazard assumption with Schoenfeld residual fundamental interaction plots and by including interaction time lag conjecture terms in conjecture the model (for each supposition term by time).,"For clinical events, we calculated hazard ratios and their 95% Self Confidence intervals by using Cox microbiology subtype proportional hazards modelling, adjusting for the same covariates mentioned previously.","For clinical first event analyses, we all patients at the time relevant the censored event to of that analysis.",['Statistical analysis'],Methods,['12b']
41,PMC4770816S79,We checked the proportional hazard assumption with Schoenfeld residual plots and by including interaction terms in the model (for each term by time).,"For clinical events, we calculated hazard ratios and their 95% confidence intervals by using Cox proportional hazards modelling, adjusting for the same covariates mentioned previously.","For all clinical event analyses, we censored patients at the time of the first event relevant to that analysis.",['Statistical analysis'],Methods,['12b']
42,PMC4770816S141,The trial represents a post-stroke primary health care population managed by generalists rather than a selective hospital/outpatient population managed by specialists.,"information technology is likely, therefore, that the more intensive aim would have been regular laborious to achieve if the trial run population was more spokesperson of citizenry with rife cerebrovascular disease.","The outcome measure was not blinded, but a nurse not directly involved in the participant’s In care obtained it by using an automated sphygmomanometer, so systematic recording bias is unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
43,PMC4770816S141,The trial represents a post-stroke Primary health care population managed by generalists rather than a selective hospital/outpatient population managed by specialists.,"It is likely, therefore, that gruelling the more intensive target would have been even harder to achieve intensifier if sir thomas more comprise the trial gruelling masses population was more sir thomas more representative of comprise people with prevalent cerebrovascular disease.","The outcome measure was not blinded, but a nurse not directly involved in the participant’s care performed in residence obtained it by using an automated sphygmomanometer, so systematic recording bias is unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
44,PMC4770816S141,The post-stroke represents a trial primary care population selective by generalists than rather a hospital/outpatient managed population managed by specialists.,"It is likely, therefore, that the would intensive target the achieve been even harder to cerebrovascular if with trial people of more representative disease. population more prevalent have was","worry only The sol outcome measure was not blinded, but a nurse not solely directly involved in the participant’s demand care obtained it by using an automated sphygmomanometer, evergreen state find so apply systematic recording bias is unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
45,PMC4770816S141,The trial represents managed by generalists rather than a selective managed by specialists.,"It is likely, flush therefore, that predominant the congresswoman more intensive target would have been even comprise harder to achieve if the trial prey sir thomas more population consist was more representative of people with prevalent intensifier cerebrovascular disease.","The outcome measure information technology was not blinded, but find a show nurse not directly involved in the participant’s care away obtained it by using an predetermine automated sphygmomanometer, predetermine so find systematic recording bias is find oneself unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
46,PMC4770816S141,The population represents a post-stroke primary care managed population selective hospital/outpatient than rather a by by trial managed generalists specialists.,"information technology is likely, therefore, that the more intensifier target would have been level surd to achieve if the trial universe was more congresswoman of masses with predominant cerebrovascular disease.","The outcome measure was not a nurse not involved in the participant’s obtained by using automated sphygmomanometer, so systematic unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
47,PMC4770816S141,The represents a post-stroke primary care population managed rather than selective hospital/outpatient population by,"It likely, intensive target would been even harder achieve if the trial population representative of people with cerebrovascular disease.","The outcome measure was not blinded, but a nurse not directly involved in the participant’s in care obtained it by using an automated sphygmomanometer, so systematic recording bias is unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
48,PMC4770816S141,The trial represents a post-stroke primary care population managed by generalists rather than a selective hospital/outpatient population managed by specialists.,"It is likely, therefore, that the more intensive target would have been even harder to achieve if the trial population was more representative of people with prevalent cerebrovascular disease.","The outcome measure was not blinded, but a nurse not directly involved in the participant’s care obtained it by using an automated sphygmomanometer, so systematic recording bias is unlikely.",['Strengths and weaknesses of study'],Discussion,['21']
49,PMC3623038S76,Numerical safety data for of were patients all assessed in analysis an randomised variance.,"Furthermore, the covariance fake model's psychoanalyze validity was checked rest by analysing residual the residuals and the Cook distances.",The for statistical significance was set in all cases.,['Statistical analysis'],Patients and methods,['12b']
50,PMC3623038S76,inch Numerical safety data for all randomised patients were associate in nursing assessed in psychoanalysis an depth psychology analysis of variance.,"Furthermore, the model's validity was checked by analysing the residuals Cook distances.",The threshold significance set for was statistical to all in p=0.05 cases.,['Statistical analysis'],Patients and methods,['12b']
51,PMC3623038S76,patients variance. data for all randomised of were assessed in Numerical analysis an safety,"Furthermore, the covariance model's rigour was checked by dissect the residuum and the cook distances.",The limen for statistical signification was solidification to p=0.05 in all cases.,['Statistical analysis'],Patients and methods,['12b']
52,PMC3623038S76,Numerical data all randomised were assessed in an,"Furthermore, the covariance residual residual model's validity was checked by analysing the checkered residuals and the Cook psychoanalyze distances.",in threshold The statistical significance was set to for p=0.05 all cases.,['Statistical analysis'],Patients and methods,['12b']
53,PMC3623038S76,Numerical safety totally data for all randomised patients totally totally were assessed in numeral an analysis of variance.,"Furthermore, the covariance model's validity was train by study the remainder and the fake distances.",The threshold for statistical significance was Psychological Set to p=0.05 in all cases.,['Statistical analysis'],Patients and methods,['12b']
54,PMC3623038S76,Numerical safety data for all were assessed in analysis of variance.,"analysing the model's distances. checked was validity by Furthermore, the residuals and the Cook covariance",The for statistical was set p=0.05 in cases.,['Statistical analysis'],Patients and methods,['12b']
55,PMC3623038S76,Numerical safety data for all randomised patients were assessed in an analysis of variance.,"Furthermore, the covariance model's validity was checked by analysing the residuals and the Cook distances.",The threshold for statistical significance was set to p=0.05 in all cases.,['Statistical analysis'],Patients and methods,['12b']
56,PMC3623038S112,"However, memantine's potential benefit on other axial motor symptoms and dyskinesia should be Confirmatory in a larger patient population.","screw In conclusion, the backup tryout lead results of our pilot study do not hoosier state support the implementation of tryout a full-scale clinical trial designed to assess memantine's effects on analyze gait.",supplementary Supplementary Material,['Discussion'],Discussion,['21']
57,PMC3623038S112,"However, memantine's potential benefit on other axial motor symptoms and dyskinesia should be confirmatory in a larger patient population.","fly In conclusion, screw the lead results of our pilot study along do not support along the implementation of a full-scale clinical trial designed to assess memantine's carrying out effects deoxyadenosine monophosphate on gait.",Material Supplementary,['Discussion'],Discussion,['21']
58,PMC3623038S112,"However, symptom memantine's symptom potential benefit on other axile axial motor symptoms and dyskinesia should be with child former confirmed in a larger patient population.","In conclusion, the results of our pilot study do support implementation of a full-scale clinical trial assess memantine's on gait.",auxiliary Material,['Discussion'],Discussion,['21']
59,PMC3623038S112,"However, memantine's potential benefit on other axial symptoms dyskinesia should confirmed in larger population.","In conclusion, the results of our pilot study do not support the implementation of a full-scale Intervention Study designed to assess memantine's effects on gait.",stuff Supplementary Material,['Discussion'],Discussion,['21']
60,PMC3623038S112,"However, memantine's potential drop profit on other axial centrifugal symptom and dyskinesia should be substantiate in a larger patient population.","In conclusion, the final result of our pilot burner written report do not financial backing the effectuation of a full scale clinical trial designed to assess memantine's essence on gait.",Material Supplementary,['Discussion'],Discussion,['21']
61,PMC3623038S112,"However, with child memantine's potential benefit along on centrifugal other axial motor symptoms and dyskinesia should be centrifugal confirmed in a larger inch patient population.","designed conclusion, study results of implementation pilot the do not our the gait. of a full-scale clinical memantine's In to assess support effects on trial",Material,['Discussion'],Discussion,['21']
62,PMC3623038S112,"However, memantine's potential benefit on other axial motor symptoms and dyskinesia should be confirmed in a larger patient population.","In conclusion, the results of our pilot study do not support the implementation of a full-scale clinical trial designed to assess memantine's effects on gait.",Supplementary Material,['Discussion'],Discussion,['21']
63,PMC4392313S86,"All other exploratory end points were summarised for maneuver the ITT population observed cases, without imputation of totally missing data decision and conclusion leave out excluding escape totally data.",Only measurements recorded before memorialise escape therapy ahead were carried forward.,"All laboratory parameter values live were converted to SI units; for lipid parameters, only the commute latest fasted values parametric quantity within the live on time window live tardy were included.",['Statistical analysis'],Methods,['12b']
64,PMC4392313S86,"All other explorative end points were sum for the ITT universe observe cases, without imputation of missing data and eject break loose data.",Only escape recorded before forward. therapy were carried measurements,"economic value All laboratory parameter values were converted to SI economic value units; for lipid inside parameters, only the latest windowpane fasted value values within the time parametric quantity window were included.",['Statistical analysis'],Methods,['12b']
65,PMC4392313S86,"All other exploratory end points were summarised for the ITT population observed cases, without imputation of missing Data call receiving device and excluding escape data.",lone measurements memorialise before escape therapy were carried forward.,"All laboratory parameter time units; for to SI only converted parameters, lipid latest the were fasted values within the values window were included.",['Statistical analysis'],Methods,['12b']
66,PMC4392313S86,"All other exploratory end points were summarised for the ITT population observed cases, imputation of and excluding escape",Only recorded escape therapy were carried,"All laboratory parametric quantity values were convince to atomic number  units; for lipoid parameters, only the latest fasted values inside the metre window were included.",['Statistical analysis'],Methods,['12b']
67,PMC4392313S86,"All other exploratory end points were summarised for the population cases, imputation of missing data and escape data.",Only measurements recorded before escape therapy were carries forward.,"within laboratory parameter values for converted to SI units; were lipid parameters, time the latest fasted values only the All were window included.",['Statistical analysis'],Methods,['12b']
68,PMC4392313S86,"All other explorative close points were summarise for the ITT population observed cases, without imputation of lack data point and debar escape data.",Only measurements recorded memorialise before escape therapy ahead were carried forward.,"All values were to SI units; lipid parameters, only the latest fasted values within the time window were included.",['Statistical analysis'],Methods,['12b']
69,PMC4392313S86,"All other exploratory end points were summarised for the ITT population observed cases, without imputation of missing data and excluding escape data.",Only measurements recorded before escape therapy were carried forward.,"All laboratory parameter values were converted to SI units; for lipid parameters, only the latest fasted values within the time window were included.",['Statistical analysis'],Methods,['12b']
70,PMC4392313S90,"Exploratory analyses, based on observed cases, were performed using the personify non-parametric victimization Kruskal–Wallis perform test.","elementary end points in the cogitation were canvas base on a normal distribution; however, because service line measure for respective laboratory judgement in this cogitation demonstrated non-normal distributions, measure for explorative serum analytes are present as medians or median pct variety from baseline.",Hodges–Lehmann figure of location dislodge and 95% cis are presented.,['Statistical analysis'],Methods,['12b']
71,PMC4392313S90,"explorative analyses, found on remark cases, were performed using the non-parametric Kruskal–Wallis test.","Primary end points in the study were analysed based on a normal Act Status distribution; however, because baseline values for several laboratory Clinical investigation in this study demonstrated non-normal distributions, values for exploratory blood serum analytes are presented as medians or median percentage changes from baseline.",Hodges–Lehmann reckon of emplacement shift and 95% ci are presented.,['Statistical analysis'],Methods,['12b']
72,PMC4392313S90,"Exploratory analyses, based on observed cases, performed were using the test. non-parametric Kruskal–Wallis","Primary points the study were analysed based on a normal distribution; however, because baseline values for several assessments in this study demonstrated non-normal distributions, values for exploratory serum analytes as medians or median percentage baseline.",Hodges–Lehmann estimates of location shift and CIs are presented.,['Statistical analysis'],Methods,['12b']
73,PMC4392313S90,"on analyses, based using observed cases, Kruskal–Wallis performed Exploratory the non-parametric were test.","Primary end points in the study were analysed based on a normal Act Status distribution; however, because baseline values for several laboratory Clinical investigation in this study demonstrated non-normal distributions, values for exploratory Blood serum analytes are presented as medians or median percentage changes from baseline.",Hodges–Lehmann estimates location shift and CIs are presented.,['Statistical analysis'],Methods,['12b']
74,PMC4392313S90,"Exploratory analyses, based on observed cases, were using non-parametric Kruskal–Wallis test.","Primary end points in the study were analysed based on a normal Act Status distribution; however, because baseline values for several laboratory Assessment Procedures in this study demonstrated non-normal distributions, values for exploratory Sera analytes are presented as medians or median percentage changes from baseline.",CIs shift are location estimates and 95% Hodges–Lehmann of presented.,['Statistical analysis'],Methods,['12b']
75,PMC4392313S90,"explorative analyses, ground on find cases, were performed using the non-parametric Kruskal–Wallis test.","Primary end points in the study were analysed based on a normal Act Status distribution; however, because baseline values for several laboratory Evaluation procedure in this study demonstrated non-normal distributions, values for exploratory Blood Serum analytes are presented as medians or median percentage changes from baseline.",appraisal live Hodges–Lehmann estimates of location commonwealth of independent states shift and 95% CIs are presented.,['Statistical analysis'],Methods,['12b']
76,PMC4392313S90,"Exploratory analyses, based on observed cases, were performed using the non-parametric Kruskal–Wallis test.","Primary end points in the study were analysed based on a normal distribution; however, because baseline values for several laboratory assessments in this study demonstrated non-normal distributions, values for exploratory serum analytes are presented as medians or median percentage changes from baseline.",Hodges–Lehmann estimates of location shift and 95% CIs are presented.,['Statistical analysis'],Methods,['12b']
77,PMC4392313S91,Hodges–Lehmann estimates of location work shift shift work shift ci and 95% CIs are presented.,"analyses, Exploratory observed on using cases, were performed based the non-parametric Kruskal–Wallis test.",No Clinical adjustment for multiplicity were performed.,['Statistical analysis'],Methods,['12b']
78,PMC4392313S91,Hodges–Lehmann estimates of location shift and 95% CIs are presented.,"Exploratory analyses, based practice on observed cases, were performed using the practice non-parametric Kruskal–Wallis drill test.",accommodation No adjustments for multiplicity were performed.,['Statistical analysis'],Methods,['12b']
79,PMC4392313S91,Hodges–Lehmann personify estimates work shift of positioning location shift and 95% CIs are presented.,"analyses, on observed were using the",No adjustments for multiplicity were performed.,['Statistical analysis'],Methods,['12b']
80,PMC4392313S91,Hodges–Lehmann guess of position shift and 95% commonwealth of independent states are presented.,"non-parametric analyses, based Exploratory observed cases, Kruskal–Wallis performed using the on were test.",No registration for multiplicity were performed.,['Statistical analysis'],Methods,['12b']
81,PMC4392313S91,Hodges–Lehmann estimates location shift and 95% CIs,"Exploratory observed cases, were performed using non-parametric Kruskal–Wallis test.",for adjustments No multiplicity were performed.,['Statistical analysis'],Methods,['12b']
82,PMC4392313S91,Hodges–Lehmann estimates of localization displacement and 95% curie are presented.,"Exploratory analyses, found on keep an eye on cases, were performed use the non-parametric Kruskal–Wallis test.",No alteration for multiplicity were performed.,['Statistical analysis'],Methods,['12b']
83,PMC4392313S91,Hodges–Lehmann estimates of location shift and 95% CIs are presented.,"Exploratory analyses, based on observed cases, were performed using the non-parametric Kruskal–Wallis test.",No adjustments for multiplicity were performed.,['Statistical analysis'],Methods,['12b']
84,PMC3551223S155,"Further confirmation of these Data call receiving device is required, including through the longer term Examination and observation for unspecified reason of the patients recruited for this study as well as additional studies in other patient sets including the Investigation in daily experience via registries.",In with a intolerance to methotrexate are to be,Material Supplementary,['Discussion'],Discussion,['21']
85,PMC3551223S155,"Further confirmation of these Data call receiving device is required, including through the longer term Examination and observation for unspecified reason of the patients recruited for this study as well as additional studies in other patient sets including the Assessment in daily Practice Experience via registries.","In particular, methotrexate be with contraindication or intolerance suitable patients are a to a likely to population.",Supplementary,['Discussion'],Discussion,['21']
86,PMC3551223S155,"Further through this these via is required, including of the data term observation practice the patients recruited for daily in other as as sets studies in well patient additional including the evaluation study confirmation of longer registries.","In particular, patients with a contraindication or intolerance to methotrexate amethopterin comprise methotrexate are likely comprise to patient role be a suitable population.",Supplementary Material,['Discussion'],Discussion,['21']
